epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
1,0.250000,0.240000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.064976,0.000000,0.000000,4.211770,1.978278,0.105889,0.985071,0.115351,0.152910,0.988954,1.145161,7.661290,0.000000,0.154617,0,-2.611290,0
2,0.240000,0.230000,0.000000,452,0,0.000000,0.000000,0,0.243952,0.056031,0.000000,0.000000,3.928488,1.995112,0.016666,0.941160,0.023543,0.031158,0.944530,1.080645,7.612903,0.000000,0.032988,0,-2.712097,0
3,0.230000,0.220000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.064976,0.000000,0.000000,3.963217,1.994724,0.014105,0.962932,0.019293,0.025304,0.966344,1.112903,7.629032,0.000000,0.026185,0,-2.611290,0
4,0.220000,0.210000,0.000000,452,0,0.000000,0.000000,0,0.080645,0.021322,0.000000,0.000000,3.846050,1.997435,0.007292,0.912842,0.010743,0.012977,0.914883,1.000000,7.741935,0.000000,0.014184,0,-3.038710,0
5,0.210000,0.200000,0.000000,452,0,0.000000,0.000000,0,0.243952,0.056031,0.000000,0.000000,3.869777,1.995805,0.007490,0.925643,0.010375,0.013966,0.927532,1.064516,7.693548,0.000000,0.015058,0,-2.712097,0
6,0.200000,0.190000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.104669,0.000000,0.000000,3.928971,1.995753,0.005207,0.958145,0.007391,0.012062,0.960063,1.096774,7.741935,0.000000,0.012564,0,-2.611290,0
7,0.190000,0.180000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.064976,0.000000,0.000000,3.959279,1.995819,0.006904,0.971756,0.009022,0.012402,0.973422,1.129032,7.790323,0.000000,0.012741,0,-2.611290,0
8,0.180000,0.170000,0.000000,452,0,0.000000,0.000000,0,0.286290,0.112583,0.000000,0.000000,3.924151,1.995379,0.006098,0.955127,0.008110,0.012835,0.957128,1.096774,7.645161,0.000000,0.013410,0,-2.627419,0
9,0.170000,0.160000,0.000000,452,0,0.000000,0.000000,0,0.346774,0.132121,0.000000,0.000000,3.953529,1.997066,0.004619,0.970705,0.006907,0.010467,0.972452,1.080645,7.709677,0.000000,0.010764,0,-2.506452,0
10,0.160000,0.150000,0.000000,452,0,0.000000,0.000000,0,0.296371,0.105380,0.000000,0.000000,3.930529,1.995874,0.011088,0.952330,0.013162,0.019598,0.954939,1.112903,7.661290,0.000000,0.020523,0,-2.607258,0
11,0.150000,0.140000,0.000000,452,0,0.000000,0.000000,0,0.272177,0.197518,0.000000,0.000000,3.951599,1.995903,0.005586,0.968968,0.007705,0.012799,0.971517,1.145161,7.677419,0.000000,0.013174,0,-2.655645,0
12,0.140000,0.130000,0.000000,452,0,0.000000,0.000000,0,0.252016,0.100003,0.000000,0.000000,3.952478,1.995964,0.005985,0.969080,0.008394,0.012995,0.971238,1.145161,7.693548,0.000000,0.013380,0,-2.695968,0
13,0.130000,0.120000,0.000000,452,0,0.000000,0.000000,0,0.282258,0.109324,0.000000,0.000000,3.917016,1.995421,0.006327,0.951216,0.008918,0.014852,0.953203,1.064516,7.741935,0.000000,0.015581,0,-2.635484,0
14,0.120000,0.110000,0.000000,452,0,0.000000,0.000000,0,0.370968,0.156209,0.000000,0.000000,3.859501,1.995698,0.008458,0.919799,0.010847,0.018253,0.922508,1.064516,7.709677,0.000000,0.019786,0,-2.458065,0
15,0.110000,0.100000,0.000000,452,0,0.000000,0.000000,0,0.292339,0.064732,0.000000,0.000000,3.882443,1.994147,0.006808,0.933751,0.009105,0.015660,0.936909,1.112903,7.693548,0.000000,0.016714,0,-2.615323,0
16,0.100000,0.090000,0.000000,452,0,0.000000,0.000000,0,0.306452,0.132427,0.000000,0.000000,3.826695,1.994373,0.011239,0.900894,0.013679,0.021811,0.904328,1.112903,7.661290,0.000000,0.024118,0,-2.587097,0
17,0.090000,0.080000,0.000000,452,0,0.000000,0.000000,0,0.391129,0.151876,0.000000,0.000000,3.978578,1.994074,0.009284,0.978836,0.012297,0.020843,0.982211,1.145161,7.661290,0.000000,0.021221,0,-2.417742,0
18,0.080000,0.070000,0.000000,452,0,0.000000,0.000000,0,0.358871,0.174780,0.000000,0.000000,3.888610,1.992063,0.012692,0.931523,0.014927,0.026986,0.935247,1.080645,7.741935,0.000000,0.028855,0,-2.482258,0
19,0.070000,0.060000,0.000000,452,0,0.000000,0.000000,0,0.366935,0.198957,0.000000,0.000000,3.884398,1.992186,0.012599,0.929220,0.015341,0.025244,0.933286,1.048387,7.693548,0.000000,0.027048,0,-2.466129,0
20,0.060000,0.050000,0.000000,452,0,0.000000,0.000000,0,0.274194,0.108172,0.000000,0.000000,3.883008,1.991474,0.015670,0.924906,0.019155,0.032938,0.929826,1.064516,7.645161,0.000000,0.035424,0,-2.651613,0
21,0.050000,0.040000,0.000000,452,0,0.000000,0.000000,0,0.284274,0.154801,0.000000,0.000000,3.884418,1.989334,0.016827,0.925039,0.021013,0.036197,0.930395,1.032258,7.693548,0.000000,0.038905,0,-2.631452,0
22,0.040000,0.030000,0.000000,452,0,0.000000,0.000000,0,0.401210,0.210422,0.000000,0.000000,3.941126,1.988634,0.021633,0.948527,0.025249,0.048455,0.955145,1.112903,7.693548,0.000000,0.050730,0,-2.397581,0
23,0.030000,0.020000,0.000000,452,0,0.000000,0.000000,0,0.330645,0.182279,0.000000,0.000000,3.855774,1.983279,0.024687,0.903003,0.030695,0.058168,0.912366,1.064516,7.709677,0.000000,0.063755,0,-2.538710,0
