epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
15,0.110000,0.100000,0.000000,452,0,0.000000,0.000000,0,0.274194,0.134709,0.000000,0.000000,3.855816,1.994079,0.009240,0.916788,0.011811,0.021669,0.921514,1.064516,7.741935,0.000000,0.023514,0,-2.651613,0
16,0.100000,0.090000,0.000000,452,0,0.000000,0.000000,0,0.372984,0.159007,0.000000,0.000000,3.887440,1.992850,0.011019,0.931562,0.013674,0.024297,0.935905,1.112903,7.580645,0.000000,0.025961,0,-2.454032,0
17,0.090000,0.080000,0.000000,452,0,0.000000,0.000000,0,0.302419,0.173199,0.000000,0.000000,3.885130,1.992388,0.011856,0.929383,0.014691,0.027328,0.934353,1.048387,7.661290,0.000000,0.029248,0,-2.595161,0
18,0.080000,0.070000,0.000000,452,0,0.000000,0.000000,0,0.288306,0.141205,0.000000,0.000000,3.950432,1.990560,0.017144,0.955749,0.020688,0.039469,0.963134,1.080645,7.645161,0.000000,0.040979,0,-2.623387,0
19,0.070000,0.060000,0.000000,452,0,0.000000,0.000000,0,0.322581,0.181856,0.000000,0.000000,3.948107,1.990512,0.015703,0.956928,0.019547,0.036197,0.962882,1.145161,7.629032,0.000000,0.037593,0,-2.554839,0
20,0.060000,0.050000,0.000000,452,0,0.000000,0.000000,0,0.401210,0.192864,0.000000,0.000000,3.911519,1.987212,0.024573,0.927948,0.030944,0.059342,0.937281,1.161290,7.677419,0.000000,0.063313,0,-2.397581,0
21,0.050000,0.040000,0.000000,452,0,0.000000,0.000000,0,0.362903,0.141666,0.000000,0.000000,3.884655,1.986904,0.021551,0.919402,0.026498,0.054475,0.927576,1.096774,7.725806,0.000000,0.058729,0,-2.474194,0
22,0.040000,0.030000,0.000000,452,0,0.000000,0.000000,0,0.425403,0.236743,0.000000,0.000000,3.813173,1.983466,0.025573,0.882023,0.030713,0.059430,0.889021,1.129032,7.645161,0.000000,0.066849,0,-2.349194,0
23,0.030000,0.020000,0.000000,452,0,0.000000,0.000000,0,0.393145,0.239523,0.000000,0.000000,3.881876,1.976918,0.042766,0.897181,0.049237,0.096149,0.912889,1.080645,7.709677,0.000000,0.105324,0,-2.413710,0
24,0.020000,0.010000,0.000000,452,0,0.000000,0.000000,0,0.407258,0.240167,0.000000,0.000000,3.852601,1.976107,0.043412,0.881316,0.050454,0.106216,0.899187,1.112903,7.580645,0.000000,0.118124,0,-2.385484,0
25,0.010000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.377016,0.255126,0.000000,0.000000,3.924164,1.970188,0.052175,0.912912,0.060367,0.123381,0.927287,1.064516,7.677419,0.000000,0.133056,0,-2.445968,0
26,0.000000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.455645,0.292408,0.000000,0.000000,3.867905,1.951031,0.098447,0.831848,0.115206,0.246384,0.871372,1.096774,7.645161,0.000000,0.282754,0,-2.288710,0
27,0.000000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.429435,0.304803,0.000000,0.000000,3.903748,1.937195,0.122031,0.829798,0.136776,0.316280,0.877948,1.064516,7.725806,0.000000,0.360249,0,-2.341129,0
28,0.000000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.389113,0.264013,0.000000,0.000000,3.858453,1.933201,0.137233,0.796721,0.153654,0.306217,0.837643,1.112903,7.677419,0.000000,0.365569,0,-2.421774,0
29,0.000000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.356855,0.187773,0.000000,0.000000,3.876949,1.918875,0.169657,0.772199,0.190635,0.405538,0.825583,1.032258,7.693548,0.000000,0.491214,0,-2.486290,0
30,0.000000,0.000000,0.000000,452,0,0.000000,0.000000,0,0.381048,0.244181,0.000000,0.000000,3.690562,1.897683,0.161931,0.703073,0.175646,0.418631,0.752229,1.064516,7.645161,0.000000,0.556520,0,-2.437903,0
31,0.000000,0.000000,0.068584,452,31,0.068182,0.136364,18,0.379032,0.307883,0.454545,0.054204,3.767459,1.857330,0.246002,0.640625,0.275472,0.675011,0.748029,1.161290,7.629032,0.000000,0.902386,0,-1.464663,0
32,0.000000,0.002611,0.126106,452,57,0.340909,0.363636,41,0.427419,0.305088,0.681818,0.108407,3.687355,1.811888,0.312886,0.547908,0.349346,0.833991,0.665326,1.064516,7.758065,0.000000,1.253507,0,-0.745041,0
33,0.002611,0.021150,0.285398,452,129,0.704545,0.750000,104,0.449597,0.310133,0.977273,0.257743,3.585430,1.750444,0.404864,0.406007,0.462247,1.093636,0.559013,1.112903,7.725806,0.000000,1.956368,0,-0.537854,0
34,0.021150,0.020000,0.088496,452,40,0.000000,0.022727,17,0.491935,0.414039,0.590909,0.063053,3.728337,1.792209,0.340117,0.539614,0.382262,0.885101,0.655414,1.112903,7.645161,0.000000,1.350445,0,-1.034311,0
35,0.020000,0.042965,0.329646,452,149,0.772727,0.840909,118,0.421371,0.303367,0.977273,0.295354,3.386198,1.713496,0.445336,0.302185,0.489591,1.209945,0.411392,1.145161,7.645161,0.000000,2.941102,0,-0.703115,0
36,0.042965,0.051549,0.185841,452,84,0.227273,0.363636,51,0.397177,0.342323,0.886364,0.149336,3.413965,1.682193,0.445859,0.260229,0.514145,1.294016,0.455942,1.064516,7.709677,0.000000,2.838115,0,-0.749008,0
37,0.051549,0.065885,0.243363,452,110,0.613636,0.636364,82,0.485887,0.365880,0.977273,0.212389,3.348089,1.641740,0.426838,0.276254,0.468244,1.299133,0.468044,1.112903,7.709677,0.000000,2.775664,0,-0.388041,0
38,0.065885,0.083097,0.272124,452,123,0.613636,0.727273,94,0.467742,0.367032,0.977273,0.240044,3.480153,1.670657,0.479000,0.260328,0.549722,1.363855,0.430588,1.112903,7.612903,0.000000,3.167426,0,-0.539375,0
39,0.083097,0.100752,0.276549,452,125,0.659091,0.818182,102,0.455645,0.348465,0.977273,0.251106,3.205861,1.607411,0.395233,0.234436,0.453122,1.258038,0.411119,1.080645,7.629032,0.000000,3.060031,0,-0.535813,0
40,0.100752,0.115088,0.243363,452,110,0.522727,0.659091,76,0.459677,0.342434,0.977273,0.205752,3.221294,1.608677,0.415510,0.238317,0.471254,1.249407,0.361654,1.177419,7.741935,0.000000,3.454700,0,-0.531369,0
41,0.115088,0.130973,0.258850,452,117,0.727273,0.772727,93,0.497984,0.385366,0.977273,0.232301,3.434381,1.594974,0.459541,0.265944,0.533719,1.325041,0.427707,1.096774,7.629032,0.000000,3.098008,0,-0.312158,0
42,0.130973,0.138451,0.174779,452,79,0.363636,0.409091,52,0.518145,0.419269,0.909091,0.144912,3.176136,1.549761,0.412938,0.200461,0.472754,1.329893,0.366041,1.080645,7.693548,0.000000,3.633179,0,-0.299188,0
43,0.138451,0.141726,0.132743,452,60,0.204545,0.295455,36,0.489919,0.429002,0.886364,0.106195,3.154756,1.548719,0.370424,0.221349,0.466959,1.171319,0.385134,1.096774,7.629032,0.000000,3.041327,0,-0.373862,0
44,0.141726,0.148540,0.168142,452,76,0.431818,0.500000,53,0.538306,0.475165,0.954545,0.142699,3.100729,1.523952,0.379773,0.222905,0.430188,1.214236,0.371822,1.129032,7.677419,0.000000,3.265634,0,-0.164135,0
45,0.148540,0.154027,0.154867,452,70,0.386364,0.500000,44,0.536290,0.478610,0.931818,0.126106,2.982425,1.492287,0.357375,0.206484,0.414184,1.104530,0.348028,1.048387,7.758065,0.000000,3.173680,0,-0.160525,0
46,0.154027,0.167035,0.230088,452,104,0.659091,0.704545,80,0.550403,0.508109,0.977273,0.203540,2.992977,1.463933,0.359672,0.202433,0.430121,1.181416,0.354849,1.145161,7.629032,0.000000,3.329349,0,-0.160457,0
47,0.167035,0.183363,0.263274,452,119,0.681818,0.840909,89,0.540323,0.490893,0.977273,0.230088,2.978837,1.460250,0.319942,0.210787,0.411015,1.114338,0.390710,1.112903,7.741935,0.000000,2.852084,0,-0.290634,0
48,0.183363,0.188186,0.148230,452,67,0.386364,0.477273,47,0.572581,0.514300,0.954545,0.126106,2.989521,1.440974,0.356538,0.192317,0.428892,1.187197,0.353112,1.112903,7.677419,0.000000,3.362097,0,-0.061395,0
49,0.188186,0.191681,0.134956,452,61,0.409091,0.522727,45,0.564516,0.495255,0.931818,0.117257,2.807665,1.405273,0.326861,0.142179,0.417692,1.154202,0.298455,1.193548,7.564516,0.000000,3.867260,0,-0.001700,0
50,0.191681,0.206018,0.243363,452,110,0.659091,0.750000,86,0.556452,0.516117,0.977273,0.216814,2.718290,1.379147,0.279522,0.190994,0.357078,0.998195,0.320212,1.080645,7.725806,0.000000,3.117293,0,-0.201457,0
51,0.206018,0.209071,0.130531,452,59,0.318182,0.500000,45,0.600806,0.537610,0.931818,0.115044,2.762728,1.375076,0.325485,0.152972,0.384618,1.116919,0.294472,1.080645,7.612903,0.000000,3.792958,0,-0.002329,0
52,0.209071,0.215000,0.159292,452,72,0.500000,0.636364,52,0.590726,0.533312,0.954545,0.137168,2.989196,1.389716,0.353636,0.193095,0.438502,1.157845,0.372174,1.129032,7.709677,0.000000,3.111033,0,0.044283,0
53,0.215000,0.220487,0.154867,452,70,0.500000,0.659091,49,0.558468,0.487086,0.931818,0.131637,3.012346,1.401381,0.325845,0.211048,0.431660,1.119437,0.401733,1.032258,7.693548,0.000000,2.786522,0,-0.002534,0
54,0.220487,0.248761,0.382743,452,173,0.954545,0.954545,151,0.487903,0.453035,0.977273,0.358407,2.902070,1.378675,0.346056,0.177543,0.426915,1.151150,0.319067,1.080645,7.693548,0.000000,3.607859,0,-0.600622,0
55,0.248761,0.251593,0.128319,452,58,0.363636,0.431818,37,0.576613,0.489799,0.886364,0.105088,3.044224,1.392831,0.319820,0.243901,0.392491,1.075381,0.427668,1.161290,7.709677,0.000000,2.514522,0,-0.023685,0
56,0.251593,0.273230,0.316372,452,143,0.840909,0.886364,121,0.536290,0.502195,0.977273,0.292035,2.740179,1.322481,0.324270,0.139129,0.383587,1.123914,0.287945,1.064516,7.629032,0.000000,3.903225,0,-0.351997,0
57,0.273230,0.280929,0.176991,452,80,0.613636,0.681818,60,0.600806,0.564827,0.977273,0.154867,2.751209,1.324504,0.296178,0.157719,0.376295,1.049484,0.309763,1.080645,7.612903,0.000000,3.388026,0,0.107285,0
58,0.280929,0.290398,0.194690,452,88,0.590909,0.750000,68,0.586694,0.535159,0.977273,0.172566,2.814168,1.320900,0.284623,0.210714,0.354528,0.996056,0.363582,1.112903,7.645161,0.000000,2.739559,0,-0.014465,0
59,0.290398,0.295885,0.154867,452,70,0.545455,0.659091,54,0.627016,0.580931,0.977273,0.137168,2.785966,1.299323,0.264959,0.219694,0.341578,0.969677,0.378819,1.177419,7.564516,0.000000,2.559736,0,0.180018,0
60,0.295885,0.296504,0.106195,452,48,0.227273,0.409091,32,0.649194,0.617548,0.909091,0.088496,2.884849,1.298708,0.287284,0.212644,0.369881,1.006826,0.418427,1.048387,7.677419,0.000000,2.406216,0,0.100881,0
61,0.296504,0.306416,0.199115,452,90,0.636364,0.750000,73,0.625000,0.586553,0.977273,0.180310,2.689352,1.293852,0.253437,0.190756,0.338298,0.918698,0.340611,1.080645,7.645161,0.000000,2.697209,0,0.089903,0
62,0.306416,0.312566,0.161504,452,73,0.454545,0.636364,54,0.596774,0.544049,0.977273,0.140487,2.710732,1.270019,0.276040,0.183907,0.344790,0.994812,0.331150,1.096774,7.693548,0.000000,3.004115,0,0.002076,0
63,0.312566,0.311637,0.090708,452,41,0.386364,0.500000,31,0.649194,0.608685,0.954545,0.079646,2.721915,1.273392,0.254132,0.229372,0.305870,0.901633,0.377329,1.032258,7.693548,0.000000,2.389513,0,0.284751,0
64,0.311637,0.312478,0.108407,452,49,0.386364,0.522727,40,0.649194,0.592864,0.954545,0.098451,2.780469,1.257706,0.263021,0.237105,0.318375,0.926604,0.415497,1.112903,7.774194,0.000000,2.230109,0,0.251122,0
65,0.312478,0.329912,0.274336,452,124,0.818182,0.863636,113,0.606855,0.573947,1.000000,0.262168,2.677391,1.248526,0.260889,0.197266,0.336102,0.936802,0.341878,1.064516,7.677419,0.000000,2.740161,0,-0.065454,0
66,0.329912,0.335841,0.159292,452,72,0.613636,0.818182,57,0.618952,0.584659,0.977273,0.142699,2.799510,1.267602,0.275207,0.206077,0.360398,0.976692,0.368003,1.016129,7.661290,0.000000,2.654029,0,0.214371,0
67,0.335841,0.338894,0.130531,452,59,0.545455,0.659091,46,0.669355,0.625608,0.977273,0.116150,2.887609,1.287052,0.292306,0.242811,0.342801,0.996894,0.387842,1.048387,7.741935,0.000000,2.570362,0,0.362040,0
68,0.338894,0.355885,0.269912,452,122,0.818182,0.886364,106,0.578629,0.537822,0.977273,0.252212,2.377662,1.168312,0.238474,0.135200,0.282809,0.857894,0.262132,1.112903,7.758065,0.000000,3.272755,0,-0.104206,0
69,0.355885,0.354956,0.090708,452,41,0.204545,0.340909,29,0.667339,0.602366,0.909091,0.077434,2.792452,1.229144,0.247677,0.239428,0.320613,0.896377,0.436582,1.161290,7.564516,0.000000,2.053169,0,0.139223,0
70,0.354956,0.353805,0.088496,452,40,0.363636,0.477273,30,0.689516,0.660975,0.886364,0.077434,2.582912,1.191304,0.237397,0.209657,0.287763,0.874464,0.346395,1.064516,7.709677,0.000000,2.524474,0,0.315396,0
