epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
1,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.064976,0.000000,0.000000,4.211770,1.978278,0.105889,0.985071,0.115351,0.152910,0.988954,1.145161,7.661290,0.000000,0.154617,0,-2.611290,0
2,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.133065,0.033554,0.000000,0.000000,3.929428,1.995711,0.019023,0.938794,0.025751,0.032213,0.942096,1.080645,7.612903,0.000000,0.034193,0,-2.933871,0
3,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.088710,0.032792,0.000000,0.000000,3.964029,1.994974,0.014261,0.962913,0.019391,0.025486,0.966118,1.112903,7.629032,0.000000,0.026380,0,-3.022581,0
4,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.296371,0.067419,0.000000,0.000000,3.871789,1.995807,0.018126,0.913848,0.021156,0.027956,0.915862,1.000000,7.741935,0.000000,0.030524,0,-2.607258,0
5,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.245968,0.077987,0.000000,0.000000,3.883525,1.995206,0.015051,0.924554,0.017141,0.020818,0.926368,1.064516,7.693548,0.000000,0.022473,0,-2.708065,0
6,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.296371,0.069442,0.000000,0.000000,3.925668,1.996028,0.005131,0.956780,0.006625,0.010432,0.958496,1.096774,7.741935,0.000000,0.010884,0,-2.607258,0
7,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.260081,0.100075,0.000000,0.000000,3.958803,1.996739,0.005314,0.972724,0.006890,0.011292,0.974314,1.129032,7.790323,0.000000,0.011590,0,-2.679839,0
8,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.294355,0.064976,0.000000,0.000000,3.926546,1.996399,0.006450,0.955457,0.007886,0.011915,0.957375,1.096774,7.645161,0.000000,0.012445,0,-2.611290,0
9,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.268145,0.102333,0.000000,0.000000,3.951629,1.997320,0.003814,0.970725,0.005251,0.009198,0.972219,1.080645,7.709677,0.000000,0.009461,0,-2.663710,0
10,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.280242,0.113333,0.000000,0.000000,3.925888,1.997035,0.007691,0.953231,0.009185,0.013441,0.955386,1.112903,7.661290,0.000000,0.014069,0,-2.639516,0
11,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.324597,0.208532,0.000000,0.000000,3.952015,1.996579,0.005029,0.969454,0.006600,0.011215,0.971549,1.145161,7.677419,0.000000,0.011544,0,-2.550806,0
12,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.304435,0.123359,0.000000,0.000000,3.950665,1.996317,0.004281,0.970058,0.005849,0.009460,0.971794,1.145161,7.693548,0.000000,0.009735,0,-2.591129,0
13,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.296371,0.071391,0.000000,0.000000,3.917436,1.996633,0.004508,0.952964,0.006102,0.010777,0.954535,1.064516,7.741935,0.000000,0.011290,0,-2.607258,0
