epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
13,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.300403,0.072193,0.000000,0.000000,3.864973,1.993095,0.011682,0.916579,0.016128,0.024462,0.921373,1.112903,7.629032,0.000000,0.026549,0,-2.599194,0
14,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.330645,0.167749,0.000000,0.000000,3.797241,1.993624,0.008018,0.887311,0.011143,0.020199,0.892095,1.016129,7.741935,0.000000,0.022643,0,-2.538710,0
15,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.342742,0.166595,0.000000,0.000000,3.858986,1.992048,0.010815,0.914203,0.014373,0.027594,0.920648,1.064516,7.741935,0.000000,0.029972,0,-2.514516,0
16,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.358871,0.191245,0.000000,0.000000,3.890068,1.990767,0.011428,0.929686,0.014752,0.029652,0.936022,1.112903,7.580645,0.000000,0.031679,0,-2.482258,0
17,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.250000,0.118089,0.000000,0.000000,3.892427,1.990326,0.012109,0.930135,0.015051,0.030891,0.937082,1.048387,7.661290,0.000000,0.032965,0,-2.700000,0
18,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.336694,0.214859,0.000000,0.000000,3.947391,1.987272,0.014743,0.953357,0.019296,0.040669,0.962555,1.080645,7.645161,0.000000,0.042251,0,-2.526613,0
19,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.332661,0.193584,0.000000,0.000000,3.950960,1.986276,0.014998,0.955602,0.019459,0.039582,0.964729,1.145161,7.629032,0.000000,0.041029,0,-2.534677,0
20,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.431452,0.266511,0.000000,0.000000,3.918524,1.984306,0.020652,0.931771,0.027636,0.052028,0.941152,1.161290,7.677419,0.000000,0.055281,0,-2.337097,0
21,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.316532,0.164856,0.000000,0.000000,3.889744,1.984679,0.017096,0.922071,0.022332,0.046431,0.931959,1.096774,7.725806,0.000000,0.049821,0,-2.566935,0
22,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.330645,0.194467,0.000000,0.000000,3.821990,1.979668,0.019828,0.888713,0.024560,0.049160,0.896931,1.129032,7.645161,0.000000,0.054809,0,-2.538710,0
23,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.332661,0.170010,0.000000,0.000000,3.888784,1.977435,0.026560,0.911424,0.032051,0.066184,0.924768,1.080645,7.709677,0.000000,0.071568,0,-2.534677,0
24,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.383065,0.245915,0.000000,0.000000,3.859471,1.975749,0.028348,0.894503,0.034613,0.071007,0.908507,1.112903,7.580645,0.000000,0.078157,0,-2.433871,0
25,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.344758,0.225472,0.000000,0.000000,3.933064,1.972773,0.030161,0.929319,0.038225,0.083097,0.941811,1.064516,7.677419,0.000000,0.088231,0,-2.510484,0
26,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.435484,0.284819,0.000000,0.000000,3.898183,1.965479,0.041846,0.888067,0.055272,0.122115,0.916989,1.096774,7.645161,0.000000,0.133170,0,-2.329032,0
27,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.375000,0.251688,0.000000,0.000000,3.916103,1.955879,0.047980,0.896478,0.059253,0.140192,0.921465,1.064516,7.725806,0.000000,0.152140,0,-2.450000,0
28,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.395161,0.290365,0.000000,0.000000,3.874094,1.944762,0.071169,0.850540,0.083062,0.174160,0.881021,1.112903,7.677419,0.000000,0.197680,0,-2.409677,0
29,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.405242,0.218625,0.000000,0.000000,3.924649,1.946010,0.077470,0.862792,0.087907,0.197230,0.901162,1.032258,7.693548,0.000000,0.218862,0,-2.389516,0
30,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.411290,0.323350,0.000000,0.000000,3.785093,1.934785,0.059536,0.825693,0.069035,0.165529,0.854662,1.064516,7.645161,0.000000,0.193677,0,-2.377419,0
31,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.419355,0.303868,0.000000,0.000000,3.912075,1.908176,0.090686,0.837881,0.111393,0.282456,0.893324,1.161290,7.629032,0.000000,0.316186,0,-2.361290,0
32,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.356855,0.230730,0.000000,0.000000,3.902752,1.885107,0.118448,0.805841,0.138399,0.337487,0.870585,1.064516,7.758065,0.000000,0.387655,0,-2.486290,0
33,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.463710,0.345985,0.000000,0.000000,3.752884,1.858461,0.126186,0.725995,0.150564,0.377451,0.797315,1.112903,7.725806,0.000000,0.473402,0,-2.272581,0
34,0.250000,0.250000,0.000000,452,0,0.000000,0.000000,0,0.411290,0.295643,0.000000,0.000000,3.791891,1.847699,0.148636,0.720266,0.173516,0.426985,0.795027,1.112903,7.645161,0.000000,0.537070,0,-2.377419,0
35,0.250000,0.250000,0.011062,452,5,0.000000,0.000000,0,0.358871,0.253266,0.136364,0.005531,3.729401,1.805182,0.171560,0.685227,0.193684,0.508662,0.746583,1.145161,7.645161,0.000000,0.681319,0,-2.209531,0
36,0.250000,0.250000,0.263274,452,119,0.545455,0.659091,88,0.437500,0.418068,0.931818,0.228982,3.718592,1.750674,0.275461,0.524476,0.320956,0.770862,0.654310,1.064516,7.709677,0.000000,1.178130,0,-0.632643,0
37,0.250000,0.250000,0.064159,452,29,0.068182,0.068182,11,0.477823,0.338589,0.431818,0.044248,3.792923,1.749375,0.253109,0.606357,0.284602,0.688954,0.727242,1.112903,7.709677,0.000000,0.947352,0,-1.312537,0
38,0.250000,0.250000,0.334071,452,151,0.818182,0.863636,122,0.443548,0.329940,0.977273,0.301991,3.660967,1.705689,0.274074,0.493091,0.331625,0.829093,0.649215,1.112903,7.612903,0.000000,1.277072,0,-0.631005,0
39,0.250000,0.250000,0.303097,452,137,0.750000,0.818182,111,0.497984,0.453388,0.977273,0.274336,3.590683,1.678963,0.299131,0.462468,0.344451,0.887248,0.583858,1.080645,7.629032,0.000000,1.519630,0,-0.466422,0
40,0.250000,0.250000,0.119469,452,54,0.159091,0.250000,32,0.487903,0.425934,0.681818,0.095133,3.664891,1.706176,0.321187,0.481868,0.360442,0.873775,0.576774,1.177419,7.741935,0.000000,1.514935,0,-0.779342,0
41,0.250000,0.250000,0.300885,452,136,0.772727,0.818182,117,0.475806,0.371684,0.977273,0.279867,3.665515,1.657905,0.370667,0.404682,0.419071,1.042369,0.552598,1.096774,7.629032,0.000000,1.886305,0,-0.479200,0
42,0.250000,0.250000,0.203540,452,92,0.545455,0.590909,70,0.475806,0.397154,0.954545,0.179204,3.306026,1.574296,0.325402,0.279731,0.368617,1.096383,0.483884,1.080645,7.693548,0.000000,2.265795,0,-0.317092,0
43,0.250000,0.250000,0.084071,452,38,0.113636,0.181818,25,0.475806,0.429645,0.750000,0.069690,3.360306,1.563994,0.328678,0.294418,0.406837,1.088077,0.494360,1.096774,7.629032,0.000000,2.200981,0,-0.634751,0
44,0.250000,0.250000,0.130531,452,59,0.340909,0.409091,36,0.548387,0.478320,0.909091,0.105088,3.122768,1.503529,0.311222,0.249273,0.362554,1.051054,0.433425,1.129032,7.677419,0.000000,2.424996,0,-0.084441,0
45,0.250000,0.250000,0.172566,452,78,0.431818,0.522727,52,0.540323,0.456287,0.931818,0.143805,3.045735,1.480430,0.286548,0.270559,0.336261,0.979496,0.427062,1.048387,7.758065,0.000000,2.293567,0,-0.177802,0
46,0.250000,0.250000,0.103982,452,47,0.227273,0.250000,24,0.562500,0.537799,0.795455,0.078540,3.023164,1.445394,0.328385,0.206626,0.394287,1.117703,0.369047,1.145161,7.629032,0.000000,3.028622,0,-0.272747,0
47,0.250000,0.250000,0.300885,452,136,0.886364,0.954545,109,0.544355,0.520275,0.977273,0.271018,3.134770,1.472699,0.323097,0.248026,0.386438,1.016058,0.450496,1.112903,7.741935,0.000000,2.255422,0,-0.228467,0
48,0.250000,0.250000,0.176991,452,80,0.431818,0.568182,52,0.532258,0.470957,0.977273,0.146018,2.973834,1.407911,0.321989,0.196950,0.386764,1.096580,0.386075,1.112903,7.677419,0.000000,2.840333,0,-0.211630,0
49,0.250000,0.250000,0.185841,452,84,0.568182,0.681818,60,0.582661,0.559215,0.977273,0.159292,2.819842,1.375941,0.312014,0.153525,0.378827,1.108370,0.322443,1.193548,7.564516,0.000000,3.437418,0,-0.009858,0
50,0.250000,0.250000,0.154867,452,70,0.477273,0.590909,46,0.578629,0.554736,0.977273,0.128319,2.797899,1.371846,0.262440,0.219214,0.320469,0.932101,0.390904,1.080645,7.725806,0.000000,2.384475,0,0.015062,0
51,0.250000,0.250000,0.092920,452,42,0.250000,0.295455,27,0.649194,0.630174,0.886364,0.076327,2.675937,1.327758,0.279553,0.177214,0.322925,0.992656,0.320322,1.080645,7.612903,0.000000,3.098929,0,0.121114,0
52,0.250000,0.250000,0.103982,452,47,0.386364,0.477273,33,0.635081,0.617147,0.931818,0.088496,2.914128,1.350606,0.320123,0.204684,0.392362,1.045344,0.385016,1.129032,7.709677,0.000000,2.715067,0,0.240596,0
53,0.250000,0.250000,0.203540,452,92,0.704545,0.772727,70,0.612903,0.574155,0.977273,0.179204,3.021181,1.361968,0.306422,0.244138,0.385636,1.049990,0.460518,1.032258,7.693548,0.000000,2.280018,0,0.116193,0
54,0.250000,0.250000,0.269912,452,122,0.772727,0.909091,111,0.542339,0.517679,0.977273,0.257743,2.689118,1.296796,0.283228,0.185828,0.351446,1.003873,0.320853,1.080645,7.693548,0.000000,3.128758,0,-0.222241,0
55,0.250000,0.250000,0.123894,452,56,0.454545,0.500000,35,0.618952,0.595999,0.931818,0.100664,2.913891,1.326184,0.293704,0.232048,0.366040,0.994642,0.447255,1.161290,7.709677,0.000000,2.223880,0,0.196873,0
56,0.250000,0.250000,0.440265,452,199,0.863636,0.909091,182,0.447581,0.445616,0.977273,0.421460,2.715726,1.277859,0.332930,0.149896,0.390346,1.121560,0.284305,1.064516,7.629032,0.000000,3.944918,0,-1.002264,0
57,0.250000,0.250000,0.199115,452,90,0.659091,0.681818,63,0.608871,0.583643,0.954545,0.169248,2.815137,1.348120,0.290199,0.195962,0.366239,0.972169,0.371575,1.080645,7.612903,0.000000,2.616343,0,0.080373,0
58,0.250000,0.250000,0.203540,452,92,0.704545,0.772727,75,0.620968,0.592893,0.977273,0.184735,2.628093,1.263370,0.258417,0.206615,0.309787,0.937622,0.355498,1.112903,7.645161,0.000000,2.637487,0,0.132322,0
59,0.250000,0.250000,0.152655,452,69,0.500000,0.659091,53,0.596774,0.551933,0.977273,0.134956,2.650019,1.257709,0.278689,0.180186,0.345673,1.029159,0.330473,1.177419,7.564516,0.000000,3.114199,0,0.082929,0
60,0.250000,0.250000,0.059735,452,27,0.159091,0.204545,11,0.675403,0.670514,0.863636,0.042035,2.688463,1.237390,0.276844,0.204013,0.345050,0.985654,0.378752,1.048387,7.677419,0.000000,2.602377,0,0.037170,0
61,0.250000,0.250000,0.163717,452,74,0.454545,0.590909,55,0.625000,0.591537,0.931818,0.142699,2.491226,1.202042,0.262939,0.159486,0.328962,0.964434,0.296688,1.080645,7.645161,0.000000,3.250662,0,0.049678,0
62,0.250000,0.250000,0.143805,452,65,0.454545,0.590909,50,0.598790,0.573798,0.954545,0.127212,2.638773,1.219334,0.297105,0.173932,0.356478,1.067204,0.325125,1.096774,7.693548,0.000000,3.282442,0,0.076905,0
63,0.250000,0.250000,0.161504,452,73,0.477273,0.659091,54,0.673387,0.662948,0.977273,0.140487,2.535034,1.185962,0.275251,0.192367,0.323138,1.004689,0.307144,1.032258,7.693548,0.000000,3.271066,0,0.178029,0
64,0.250000,0.250000,0.128319,452,58,0.454545,0.568182,48,0.665323,0.657262,0.954545,0.117257,2.559511,1.167011,0.252111,0.231928,0.301720,0.903860,0.380775,1.112903,7.774194,0.000000,2.373735,0,0.271916,0
65,0.250000,0.250000,0.276549,452,125,0.840909,0.931818,104,0.637097,0.620964,1.000000,0.253319,2.603605,1.196279,0.259407,0.212380,0.329716,0.931417,0.372968,1.064516,7.677419,0.000000,2.497310,0,0.008908,0
66,0.250000,0.250000,0.179204,452,81,0.613636,0.795455,65,0.637097,0.602599,0.977273,0.161504,2.726173,1.220019,0.306092,0.208694,0.360941,1.075147,0.361640,1.016129,7.661290,0.000000,2.972972,0,0.171016,0
67,0.250000,0.250000,0.143805,452,65,0.545455,0.681818,49,0.645161,0.637750,0.954545,0.126106,2.633960,1.202760,0.294260,0.217454,0.334033,1.007881,0.333482,1.048387,7.741935,0.000000,3.022291,0,0.260556,0
68,0.250000,0.250000,0.143805,452,65,0.568182,0.704545,49,0.673387,0.660950,0.954545,0.126106,2.334980,1.115315,0.257294,0.147775,0.291252,0.918464,0.293728,1.112903,7.758065,0.000000,3.126915,0,0.339735,0
69,0.250000,0.250000,0.110619,452,50,0.477273,0.613636,37,0.669355,0.608811,0.931818,0.096239,2.383631,1.133666,0.228159,0.168423,0.292931,0.840006,0.350450,1.161290,7.564516,0.000000,2.396936,0,0.373505,0
70,0.250000,0.250000,0.070796,452,32,0.227273,0.295455,20,0.691532,0.687004,0.840909,0.057522,2.289010,1.106084,0.258525,0.128748,0.307202,0.953800,0.250002,1.064516,7.709677,0.000000,3.815172,0,0.092155,0
