attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.984940,0.978194,0.988764,0.011236,0.977778,0.983240,88,1,2,905,2,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.588353,0.560889,0.651685,0.348315,0.743590,0.694611,58,31,20,887,20,0.396586,0.337079,0.396586
fgsm,legacy,0.005000,n/a,n/a,0.204819,0.189597,0.179775,0.820225,0.307692,0.226950,16,73,36,871,36,0.780120,0.808989,0.780120
fgsm,legacy,0.007500,n/a,n/a,0.080321,0.067255,0.033708,0.966292,0.076923,0.046875,3,86,36,871,36,0.904618,0.955056,0.904618
fgsm,legacy,0.010000,n/a,n/a,0.033133,0.027182,0.022472,0.977528,0.054054,0.031746,2,87,35,872,35,0.951807,0.966292,0.951807
fgsm,legacy,0.012500,n/a,n/a,0.020080,0.016718,0.011236,0.988764,0.027778,0.016000,1,88,35,872,35,0.964859,0.977528,0.964859
fgsm,legacy,0.015000,n/a,n/a,0.017068,0.012710,0.000000,1.000000,0.000000,0.000000,0,89,32,875,32,0.967871,0.988764,0.967871
fgsm,legacy,0.017500,n/a,n/a,0.014056,0.011096,0.000000,1.000000,0.000000,0.000000,0,89,32,875,32,0.970884,0.988764,0.970884
fgsm,legacy,0.020000,n/a,n/a,0.013052,0.011037,0.011236,0.988764,0.030303,0.016393,1,88,32,875,32,0.971888,0.977528,0.971888
fgsm,legacy,0.025000,n/a,n/a,0.013052,0.011350,0.011236,0.988764,0.031250,0.016529,1,88,31,876,31,0.971888,0.977528,0.971888
fgsm,legacy,0.030000,n/a,n/a,0.015060,0.012512,0.011236,0.988764,0.038462,0.017391,1,88,25,882,25,0.969880,0.977528,0.969880
fgsm,legacy,0.035000,n/a,n/a,0.023092,0.018265,0.011236,0.988764,0.040000,0.017544,1,88,24,883,24,0.963855,0.977528,0.961847
fgsm,legacy,0.040000,n/a,n/a,0.027108,0.020223,0.000000,1.000000,0.000000,0.000000,0,89,23,884,23,0.961847,0.988764,0.957831
fgsm,legacy,0.045000,n/a,n/a,0.036145,0.027057,0.000000,1.000000,0.000000,0.000000,0,89,17,890,17,0.955823,0.988764,0.948795
fgsm,legacy,0.050000,n/a,n/a,0.036145,0.026118,0.000000,1.000000,0.000000,0.000000,0,89,16,891,16,0.955823,0.988764,0.948795
fgsm,legacy,0.055000,n/a,n/a,0.039157,0.026137,0.000000,1.000000,0.000000,0.000000,0,89,11,896,11,0.953815,0.988764,0.945783
fgsm,legacy,0.060000,n/a,n/a,0.039157,0.025504,0.000000,1.000000,0.000000,0.000000,0,89,8,899,8,0.953815,0.988764,0.945783
fgsm,legacy,0.075000,n/a,n/a,0.055221,0.027276,0.000000,1.000000,0.000000,0.000000,0,89,4,903,4,0.938755,0.988764,0.929719
