attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.956827,0.947033,0.955056,0.044944,0.955056,0.955056,85,4,4,903,4,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.459839,0.410204,0.483146,0.516854,0.341270,0.400000,43,46,83,824,83,0.500000,0.471910,0.496988
fgsm,legacy,0.005000,n/a,n/a,0.170683,0.128771,0.056180,0.943820,0.031646,0.040486,5,84,153,754,153,0.789157,0.898876,0.786145
fgsm,legacy,0.007500,n/a,n/a,0.099398,0.066926,0.000000,1.000000,0.000000,0.000000,0,89,175,732,175,0.860442,0.955056,0.857430
fgsm,legacy,0.010000,n/a,n/a,0.055221,0.032700,0.000000,1.000000,0.000000,0.000000,0,89,192,715,192,0.904618,0.955056,0.901606
fgsm,legacy,0.012500,n/a,n/a,0.036145,0.020304,0.000000,1.000000,0.000000,0.000000,0,89,195,712,195,0.923695,0.955056,0.920683
fgsm,legacy,0.015000,n/a,n/a,0.026104,0.014771,0.000000,1.000000,0.000000,0.000000,0,89,200,707,200,0.935743,0.955056,0.930723
fgsm,legacy,0.017500,n/a,n/a,0.020080,0.011771,0.000000,1.000000,0.000000,0.000000,0,89,193,714,193,0.942771,0.955056,0.936747
fgsm,legacy,0.020000,n/a,n/a,0.018072,0.010410,0.000000,1.000000,0.000000,0.000000,0,89,182,725,182,0.945783,0.955056,0.938755
fgsm,legacy,0.025000,n/a,n/a,0.018072,0.010190,0.000000,1.000000,0.000000,0.000000,0,89,155,752,155,0.947791,0.955056,0.938755
fgsm,legacy,0.030000,n/a,n/a,0.020080,0.009600,0.000000,1.000000,0.000000,0.000000,0,89,133,774,133,0.945783,0.955056,0.936747
fgsm,legacy,0.035000,n/a,n/a,0.054217,0.026249,0.000000,1.000000,0.000000,0.000000,0,89,110,797,110,0.928715,0.955056,0.902610
fgsm,legacy,0.040000,n/a,n/a,0.092369,0.041831,0.000000,1.000000,0.000000,0.000000,0,89,91,816,91,0.894578,0.955056,0.864458
fgsm,legacy,0.045000,n/a,n/a,0.120482,0.050800,0.000000,1.000000,0.000000,0.000000,0,89,73,834,73,0.869478,0.955056,0.836345
fgsm,legacy,0.050000,n/a,n/a,0.139558,0.055743,0.000000,1.000000,0.000000,0.000000,0,89,56,851,56,0.854418,0.955056,0.817269
fgsm,legacy,0.055000,n/a,n/a,0.156627,0.061422,0.000000,1.000000,0.000000,0.000000,0,89,43,864,43,0.838353,0.955056,0.800201
fgsm,legacy,0.060000,n/a,n/a,0.171687,0.066540,0.000000,1.000000,0.000000,0.000000,0,89,37,870,37,0.825301,0.955056,0.785141
fgsm,legacy,0.075000,n/a,n/a,0.198795,0.075423,0.000000,1.000000,0.000000,0.000000,0,89,26,881,26,0.800201,0.955056,0.758032
