metric,value
fall_true_positive,45
fall_false_negative,0
fall_false_positive,2
fall_true_negative,453
fall_windows,45
nonfall_windows,455
fall_recall,1.000000
missed_fall_rate,0.000000
fall_precision,0.957447
fall_f1,0.978261
specificity,0.995604
false_positive_rate,0.004396
