metric,value
run_name,resnet18_seed45
best_epoch,1
epochs_run,21
max_epochs,200
early_stopped,True
best_val_macro_f1,0.064976
best_val_accuracy,0.294355
best_val_loss,2140950.052419
best_train_accuracy,0.279234
best_train_loss,1.843203
test_loss,2155528.425000
test_accuracy,0.294000
test_macro_f1,0.064915
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
elapsed_seconds,358.010329
