metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.956827
clean_macro_f1,0.947033
clean_fall_recall,0.955056
attack_accuracy,0.020080
attack_macro_f1,0.009600
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
fall_true_positive,0
fall_false_negative,89
fall_false_positive,133
fall_true_negative,774
false_fall_alarm_count,133
prediction_change_rate,0.945783
