class_index,class_name,precision,recall,f1,support
0,lie down,0.984375,0.954545,0.969231,66
1,fall,0.955556,0.955556,0.955556,45
2,walk,0.954545,1.000000,0.976744,147
3,pickup,0.960784,0.980000,0.970297,50
4,run,1.000000,0.966942,0.983193,121
5,sit down,0.880952,0.925000,0.902439,40
6,stand up,0.962963,0.838710,0.896552,31
