class_index,class_name,precision,recall,f1,support
0,lie down,0.000000,0.000000,0.000000,66
1,fall,0.000000,0.000000,0.000000,45
2,walk,0.294000,1.000000,0.454405,147
3,pickup,0.000000,0.000000,0.000000,50
4,run,0.000000,0.000000,0.000000,121
5,sit down,0.000000,0.000000,0.000000,40
6,stand up,0.000000,0.000000,0.000000,31
