metric,value
run_name,resnet18_seed46
best_epoch,44
epochs_run,64
max_epochs,200
early_stopped,True
best_val_macro_f1,0.985393
best_val_accuracy,0.989919
best_val_loss,0.024399
best_train_accuracy,0.999496
best_train_loss,0.003634
test_loss,0.076999
test_accuracy,0.982000
test_macro_f1,0.970543
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,1.000000
fall_f1,0.988764
elapsed_seconds,1319.379392
