epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.125502,0.609879,8.325964,0.213710,0.160655
2,0.544522,0.807712,3.042419,0.330645,0.327038
3,0.381253,0.869708,1.054051,0.701613,0.690855
4,0.268645,0.908266,1.102731,0.687500,0.587603
5,0.228455,0.921119,7.020566,0.223790,0.223082
6,0.240390,0.917843,3.128058,0.397177,0.395291
7,0.149071,0.949849,1.411577,0.679435,0.534340
8,0.130214,0.954889,0.939984,0.756048,0.698360
9,0.150469,0.947329,3.361125,0.278226,0.264545
10,0.116398,0.960181,0.575386,0.824597,0.811271
11,0.082515,0.974798,2.900639,0.427419,0.440245
12,0.051437,0.980091,0.137442,0.949597,0.936061
13,0.101035,0.965726,0.237506,0.917339,0.909521
14,0.089404,0.968246,0.264443,0.921371,0.899079
15,0.096689,0.965474,3.570984,0.372984,0.399121
16,0.076260,0.975554,1.875768,0.576613,0.575049
17,0.066347,0.979083,0.545942,0.848790,0.851865
18,0.062964,0.979335,1.603929,0.743952,0.704947
19,0.076148,0.976058,1.387056,0.689516,0.580154
20,0.071237,0.974042,0.252363,0.921371,0.902569
21,0.053093,0.983367,0.169181,0.949597,0.943470
22,0.056290,0.982359,6.409586,0.167339,0.131584
23,0.048507,0.985635,5.649683,0.197581,0.214173
24,0.034679,0.989667,0.286593,0.921371,0.914001
25,0.038651,0.986391,0.365580,0.921371,0.919197
26,0.030543,0.989919,0.192468,0.933468,0.918601
27,0.038781,0.986895,2.099331,0.427419,0.389635
28,0.037812,0.986643,0.679911,0.804435,0.832938
29,0.035014,0.988407,0.395383,0.879032,0.871556
30,0.044811,0.985383,2.769664,0.606855,0.406744
31,0.087261,0.973538,1.362416,0.627016,0.615026
32,0.029892,0.990171,0.547486,0.860887,0.826801
33,0.022607,0.991179,0.971504,0.808468,0.807340
34,0.062744,0.981351,3.848843,0.296371,0.319527
35,0.041830,0.986139,1.695125,0.550403,0.593650
36,0.029041,0.989919,0.216760,0.935484,0.919478
37,0.014235,0.995716,0.348255,0.887097,0.867615
38,0.034385,0.989415,0.306803,0.929435,0.942815
39,0.018618,0.993952,1.027576,0.752016,0.754560
40,0.073195,0.979839,0.827224,0.814516,0.760462
41,0.045865,0.983367,0.636648,0.800403,0.786700
