metric,value
run_name,resnet18_seed44
best_epoch,70
epochs_run,90
max_epochs,200
early_stopped,True
best_val_macro_f1,0.981584
best_val_accuracy,0.985887
best_val_loss,0.048533
best_train_accuracy,1.000000
best_train_loss,0.000150
test_loss,0.112032
test_accuracy,0.984000
test_macro_f1,0.974914
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.956522
fall_f1,0.967033
elapsed_seconds,1649.370348
