attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.985944,0.977930,0.988764,0.011236,1.000000,0.994350,88,1,0,907,0,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.579317,0.509811,0.606742,0.393258,0.771429,0.679245,54,35,16,891,16,0.407631,0.382022,0.406627
fgsm,legacy,0.005000,n/a,n/a,0.248996,0.192016,0.168539,0.831461,0.234375,0.196078,15,74,49,858,49,0.737952,0.820225,0.736948
fgsm,legacy,0.007500,n/a,n/a,0.130522,0.086783,0.033708,0.966292,0.047619,0.039474,3,86,60,847,60,0.857430,0.955056,0.855422
fgsm,legacy,0.010000,n/a,n/a,0.090361,0.055667,0.011236,0.988764,0.015873,0.013158,1,88,62,845,62,0.897590,0.977528,0.895582
fgsm,legacy,0.012500,n/a,n/a,0.077309,0.042932,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.910643,0.988764,0.908635
fgsm,legacy,0.015000,n/a,n/a,0.065261,0.035431,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.922691,0.988764,0.920683
fgsm,legacy,0.017500,n/a,n/a,0.061245,0.030562,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.927711,0.988764,0.924699
fgsm,legacy,0.020000,n/a,n/a,0.062249,0.029684,0.000000,1.000000,0.000000,0.000000,0,89,60,847,60,0.926707,0.988764,0.923695
fgsm,legacy,0.025000,n/a,n/a,0.067269,0.028372,0.000000,1.000000,0.000000,0.000000,0,89,57,850,57,0.922691,0.988764,0.918675
fgsm,legacy,0.030000,n/a,n/a,0.075301,0.029184,0.000000,1.000000,0.000000,0.000000,0,89,53,854,53,0.919679,0.988764,0.910643
fgsm,legacy,0.035000,n/a,n/a,0.089357,0.032931,0.000000,1.000000,0.000000,0.000000,0,89,43,864,43,0.906627,0.988764,0.896586
fgsm,legacy,0.040000,n/a,n/a,0.106426,0.037617,0.000000,1.000000,0.000000,0.000000,0,89,39,868,39,0.890562,0.988764,0.879518
fgsm,legacy,0.045000,n/a,n/a,0.117470,0.040346,0.000000,1.000000,0.000000,0.000000,0,89,38,869,38,0.879518,0.988764,0.868474
fgsm,legacy,0.050000,n/a,n/a,0.126506,0.042073,0.000000,1.000000,0.000000,0.000000,0,89,34,873,34,0.871486,0.988764,0.859438
fgsm,legacy,0.055000,n/a,n/a,0.135542,0.043848,0.000000,1.000000,0.000000,0.000000,0,89,30,877,30,0.863454,0.988764,0.850402
fgsm,legacy,0.060000,n/a,n/a,0.147590,0.046301,0.000000,1.000000,0.000000,0.000000,0,89,27,880,27,0.851406,0.988764,0.838353
fgsm,legacy,0.075000,n/a,n/a,0.179719,0.055594,0.000000,1.000000,0.000000,0.000000,0,89,23,884,23,0.819277,0.988764,0.806225
