metric,value
run_name,resnet18_seed43
best_epoch,21
epochs_run,41
max_epochs,200
early_stopped,True
best_val_macro_f1,0.943470
best_val_accuracy,0.949597
best_val_loss,0.169181
best_train_accuracy,0.983367
best_train_loss,0.053093
test_loss,0.115035
test_accuracy,0.964000
test_macro_f1,0.950573
fall_recall,0.955556
missed_fall_rate,0.044444
fall_precision,0.955556
fall_f1,0.955556
elapsed_seconds,730.411484
