epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.869633,0.283518,2485.701841,0.243952,0.056031
2,1.791040,0.295363,3722328.258065,0.243952,0.056031
3,1.790692,0.294607,19285185.096774,0.243952,0.056031
4,1.791877,0.294607,8456123.806452,0.243952,0.056031
5,1.792026,0.294355,18043461.096774,0.243952,0.056031
6,1.792537,0.294355,8582132.451613,0.294355,0.064976
7,1.792350,0.294607,10304983.451613,0.294355,0.064976
8,1.791620,0.294607,8347180.806452,0.243952,0.056031
9,1.792617,0.293851,7073880.629032,0.243952,0.056031
10,1.791508,0.295363,6805367.596774,0.243952,0.056031
11,1.791990,0.294859,29776027.935484,0.243952,0.056031
12,1.791554,0.295111,31171395.741935,0.243952,0.056031
13,1.792509,0.294607,22902883.935484,0.243952,0.056031
14,1.790903,0.294859,15216602.516129,0.243952,0.056031
15,1.791437,0.294859,16893017.290323,0.243952,0.056031
16,1.792005,0.294355,7848535.967742,0.243952,0.056031
17,1.791762,0.294355,26403684.064516,0.243952,0.056031
18,1.791241,0.294859,9230584.645161,0.243952,0.056031
19,1.792007,0.294607,18901361.548387,0.243952,0.056031
20,1.791717,0.294355,13364472.290323,0.243952,0.056031
21,1.791707,0.294607,9807622.354839,0.243952,0.056031
22,1.791904,0.294103,54902538.322581,0.243952,0.056031
23,1.791428,0.294607,14721089.258065,0.243952,0.056031
24,1.790930,0.295363,27767423.032258,0.243952,0.056031
25,1.790843,0.294859,13814389.645161,0.243952,0.056031
26,1.792080,0.294859,12367852.516129,0.243952,0.056031
