epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.843203,0.279234,2140950.052419,0.294355,0.064976
2,1.790901,0.294607,1130671933734383.500000,0.294355,0.064976
3,1.792291,0.294859,889857579104718.500000,0.243952,0.056031
4,1.791366,0.294607,1171432636779619.000000,0.294355,0.064976
5,1.791296,0.295111,1459170881602593.000000,0.294355,0.064976
6,1.791794,0.295111,1600775481424863.000000,0.294355,0.064976
7,1.792280,0.294103,1674494624813716.750000,0.294355,0.064976
8,1.790503,0.295111,1703031023980147.500000,0.294355,0.064976
9,1.791233,0.294607,1549805004665228.500000,0.294355,0.064976
10,1.791789,0.294859,1609312451969552.500000,0.294355,0.064976
11,1.792124,0.294103,2130357491884824.750000,0.294355,0.064976
12,1.792085,0.294859,2173216935894775.750000,0.294355,0.064976
13,1.793114,0.294103,2393233892048896.000000,0.294355,0.064976
14,1.792093,0.294859,2334606713878462.000000,0.294355,0.064976
15,1.791409,0.294355,2277103700101714.500000,0.294355,0.064976
16,1.791260,0.294607,2368801152290419.500000,0.294355,0.064976
17,1.791719,0.294607,2119917210046596.250000,0.243952,0.056031
18,1.792461,0.294103,2175923427720687.500000,0.243952,0.056031
19,1.791225,0.294607,2176544847142119.250000,0.294355,0.064976
20,1.791588,0.295111,2246273377086827.250000,0.294355,0.064976
21,1.791971,0.294103,2302791211092034.000000,0.294355,0.064976
