epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
36,0.250000,0.250000,0.077434,452,35,0.113636,0.227273,15,0.528226,0.498712,0.750000,0.055310,2.889087,1.460898,0.263980,0.297265,0.325918,0.908794,0.313828,2.903226,7.580645,0.983871,2.895835,0,-0.529912,0
37,0.250000,0.250000,0.064159,452,29,0.136364,0.159091,13,0.588710,0.558623,0.727273,0.046460,2.912122,1.449526,0.244701,0.345636,0.300501,0.835547,0.362871,2.548387,7.677419,0.983871,2.302603,0,-0.431672,0
38,0.250000,0.250000,0.230088,452,104,0.613636,0.772727,81,0.584677,0.549050,0.977273,0.204646,2.789637,1.409679,0.267867,0.264879,0.315721,0.955358,0.292650,2.467742,7.677419,0.951613,3.264503,0,-0.137363,0
39,0.250000,0.250000,0.099558,452,45,0.159091,0.272727,25,0.590726,0.550205,0.840909,0.077434,2.781164,1.394525,0.274923,0.256221,0.339278,0.976229,0.272158,2.580645,7.677419,0.983871,3.586989,0,-0.177639,0
40,0.250000,0.250000,0.121681,452,55,0.318182,0.545455,36,0.608871,0.587282,0.931818,0.100664,2.684103,1.361114,0.245950,0.282494,0.289758,0.829072,0.297518,2.548387,7.645161,0.919355,2.786626,0,0.049198,0
41,0.250000,0.250000,0.101770,452,46,0.159091,0.272727,23,0.608871,0.611190,0.909091,0.076327,2.669544,1.337175,0.239635,0.275398,0.305906,0.875686,0.292508,2.580645,7.645161,0.919355,2.993712,0,-0.030247,0
42,0.250000,0.250000,0.267699,452,121,0.727273,0.795455,99,0.556452,0.499519,0.954545,0.243363,2.612666,1.334811,0.227461,0.266289,0.298821,0.840392,0.275186,2.693548,7.645161,0.919355,3.053907,0,-0.230621,0
43,0.250000,0.250000,0.318584,452,144,0.818182,0.886364,119,0.554435,0.516762,0.954545,0.290929,2.811651,1.339236,0.256526,0.323647,0.318186,0.916986,0.344810,2.870968,7.629032,0.983871,2.659399,0,-0.347283,0
44,0.250000,0.250000,0.128319,452,58,0.386364,0.545455,41,0.604839,0.572075,0.909091,0.109513,2.652048,1.316955,0.253298,0.262556,0.318856,0.908262,0.273317,2.645161,7.677419,0.967742,3.323109,0,0.082767,0
45,0.250000,0.250000,0.092920,452,42,0.227273,0.363636,22,0.622984,0.550910,0.909091,0.070796,2.531901,1.269802,0.238680,0.240505,0.317380,0.867797,0.248585,2.516129,7.693548,0.935484,3.490949,0,0.073240,0
46,0.250000,0.250000,0.190265,452,86,0.613636,0.772727,61,0.639113,0.613701,0.954545,0.162611,2.688992,1.283027,0.251362,0.289090,0.332211,0.907987,0.306305,2.467742,7.725806,0.951613,2.964322,0,0.130800,0
47,0.250000,0.250000,0.050885,452,23,0.090909,0.204545,7,0.641129,0.626273,0.727273,0.033186,2.454069,1.253842,0.239088,0.205852,0.317706,0.845859,0.226116,2.548387,7.709677,0.935484,3.740811,0,-0.372287,0
48,0.250000,0.250000,0.205752,452,93,0.613636,0.704545,68,0.639113,0.605060,0.931818,0.178097,2.480570,1.243947,0.205152,0.284286,0.266929,0.734475,0.296637,2.467742,7.741935,0.919355,2.476003,0,0.068853,0
49,0.250000,0.250000,0.075221,452,34,0.159091,0.250000,19,0.667339,0.656114,0.840909,0.058628,2.636093,1.253940,0.236372,0.306308,0.314475,0.853996,0.311498,2.564516,7.645161,0.935484,2.741574,0,-0.024413,0
50,0.250000,0.250000,0.157080,452,71,0.477273,0.704545,45,0.677419,0.656158,0.954545,0.128319,2.369146,1.196851,0.198368,0.262491,0.254685,0.728768,0.274559,2.806452,7.629032,0.951613,2.654321,0,0.203793,0
51,0.250000,0.250000,0.170354,452,77,0.590909,0.659091,57,0.653226,0.622506,0.977273,0.148230,2.537699,1.240201,0.223776,0.278891,0.302887,0.822226,0.286387,2.596774,7.709677,0.951613,2.871031,0,0.215945,0
52,0.250000,0.250000,0.084071,452,38,0.272727,0.454545,25,0.669355,0.642206,0.931818,0.069690,2.364328,1.215447,0.191894,0.246043,0.268778,0.706098,0.265641,2.629032,7.661290,0.951613,2.658093,0,0.211437,0
53,0.250000,0.250000,0.223451,452,101,0.704545,0.750000,75,0.639113,0.617491,0.977273,0.194690,2.361410,1.166150,0.225026,0.239048,0.279056,0.832394,0.244030,2.645161,7.725806,0.983871,3.411024,0,0.088966,0
54,0.250000,0.250000,0.081858,452,37,0.250000,0.431818,22,0.715726,0.688882,0.931818,0.065265,2.172748,1.116499,0.194244,0.205557,0.252244,0.725131,0.222921,2.935484,7.629032,0.951613,3.252858,1,0.250000,1
55,0.250000,0.250000,0.095133,452,43,0.454545,0.568182,29,0.697581,0.688161,0.931818,0.079646,2.452954,1.188867,0.225282,0.252836,0.293937,0.830692,0.284358,2.500000,7.612903,0.919355,2.921289,0,0.449707,0
56,0.250000,0.250000,0.170354,452,77,0.568182,0.750000,53,0.675403,0.661386,0.954545,0.143805,2.309287,1.161657,0.204458,0.235272,0.277668,0.742284,0.244660,2.612903,7.709677,0.935484,3.033935,0,0.237572,0
57,0.250000,0.250000,0.064159,452,29,0.136364,0.227273,14,0.683468,0.677685,0.863636,0.047566,2.262549,1.124691,0.194445,0.245277,0.248950,0.712654,0.271024,2.645161,7.677419,0.951613,2.629486,0,0.030572,0
58,0.250000,0.250000,0.099558,452,45,0.409091,0.522727,27,0.693548,0.691406,0.909091,0.079646,2.304196,1.153309,0.195252,0.246991,0.266668,0.716517,0.262845,2.370968,7.725806,0.935484,2.726002,0,0.396188,0
59,0.250000,0.250000,0.084071,452,38,0.295455,0.500000,25,0.717742,0.710561,0.954545,0.069690,2.283202,1.113934,0.200726,0.248590,0.267324,0.750352,0.265039,2.693548,7.612903,0.967742,2.831097,1,0.295455,1
60,0.250000,0.250000,0.097345,452,44,0.340909,0.545455,26,0.735887,0.728667,0.954545,0.077434,2.163353,1.091345,0.197885,0.216565,0.241928,0.735018,0.231875,2.758065,7.677419,0.935484,3.169887,1,0.340909,1
61,0.250000,0.250000,0.199115,452,90,0.681818,0.772727,62,0.679435,0.661498,0.954545,0.168142,2.146957,1.098597,0.171864,0.232602,0.227839,0.640583,0.255909,2.629032,7.596774,0.903226,2.503162,0,0.244229,0
62,0.250000,0.250000,0.095133,452,43,0.272727,0.500000,20,0.703629,0.698059,0.954545,0.069690,1.992993,1.059998,0.175927,0.166149,0.252334,0.647418,0.176730,2.629032,7.709677,0.919355,3.663312,1,0.272727,0
63,0.250000,0.250000,0.132743,452,60,0.409091,0.568182,40,0.731855,0.718556,0.954545,0.110619,2.145929,1.069669,0.203264,0.202806,0.263463,0.766300,0.215152,2.451613,7.677419,0.951613,3.561659,1,0.278117,0
64,0.250000,0.250000,0.139381,452,63,0.568182,0.659091,43,0.705645,0.670154,0.931818,0.117257,2.241418,1.098538,0.180664,0.258624,0.252093,0.673957,0.283010,2.693548,7.645161,0.935484,2.381391,1,0.410660,1
65,0.250000,0.250000,0.081858,452,37,0.250000,0.545455,22,0.731855,0.727356,0.954545,0.065265,2.021175,1.047463,0.164080,0.205871,0.228830,0.606386,0.223335,2.629032,7.661290,0.935484,2.715143,1,0.250000,0
66,0.250000,0.250000,0.055310,452,25,0.136364,0.295455,16,0.723790,0.714297,0.909091,0.045354,2.181230,1.042881,0.190106,0.248715,0.259260,0.701659,0.264853,2.580645,7.645161,0.919355,2.649240,1,0.136364,0
67,0.250000,0.250000,0.230088,452,104,0.636364,0.772727,79,0.622984,0.587991,0.977273,0.202434,2.149449,1.073110,0.200149,0.203708,0.275977,0.728411,0.214402,2.580645,7.693548,0.935484,3.397411,0,-0.038023,0
68,0.250000,0.250000,0.097345,452,44,0.386364,0.613636,25,0.723790,0.709156,0.954545,0.076327,2.071823,1.065497,0.172098,0.207551,0.241304,0.643131,0.224590,2.451613,7.725806,0.935484,2.863582,1,0.386364,0
69,0.250000,0.250000,0.079646,452,36,0.227273,0.454545,15,0.727823,0.729550,0.909091,0.056416,1.860323,0.991713,0.148496,0.184402,0.200722,0.556219,0.195935,2.596774,7.693548,0.903226,2.838789,1,0.227273,0
70,0.250000,0.250000,0.201327,452,91,0.704545,0.818182,65,0.689516,0.678769,0.954545,0.172566,2.309501,1.082667,0.201874,0.261546,0.300195,0.751426,0.275364,2.548387,7.693548,0.983871,2.728849,0,0.278268,0
