epoch,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
30,2.429159,1.416890,0.168771,0.624534,0.218963,0.602823,0.572315,0.590909,0.068182,0.000000,7,9,0.017699,0.211866,0,0,0,0,1
31,2.306380,1.359622,0.188971,0.532433,0.225355,0.622984,0.583891,0.886364,0.363636,0.204545,27,42,0.076327,0.431004,0,0,0,0,1
32,2.250026,1.316681,0.218112,0.464273,0.250959,0.629032,0.591759,0.863636,0.636364,0.409091,56,72,0.141593,0.535841,0,0,0,0,1
33,2.150867,1.302132,0.184759,0.424174,0.239802,0.637097,0.586029,0.840909,0.363636,0.136364,28,49,0.085177,0.383528,0,0,0,0,0
34,2.156546,1.273669,0.194141,0.445561,0.243176,0.655242,0.627917,0.840909,0.545455,0.295455,48,63,0.122788,0.469539,0,0,0,0,1
35,2.242746,1.284043,0.212283,0.495375,0.251045,0.663306,0.638869,0.886364,0.522727,0.340909,43,57,0.110619,0.504847,0,0,0,0,1
36,2.272794,1.274599,0.208587,0.541992,0.247617,0.637097,0.620887,0.750000,0.136364,0.045455,15,26,0.045354,0.292056,0,0,0,0,0
37,2.188870,1.263833,0.207366,0.471820,0.245852,0.675403,0.651942,0.909091,0.545455,0.227273,37,52,0.098451,0.465155,0,0,0,0,1
38,2.071723,1.227881,0.195358,0.400115,0.248369,0.665323,0.629267,0.954545,0.795455,0.659091,62,87,0.164823,0.693745,0,0,0,0,0
39,1.967441,1.172362,0.180320,0.379706,0.235053,0.649194,0.622343,0.818182,0.477273,0.227273,29,41,0.077434,0.428620,0,0,0,0,0
40,2.187784,1.258981,0.181499,0.507145,0.240159,0.665323,0.624149,0.954545,0.772727,0.659091,74,95,0.186947,0.689260,0,0,0,0,0
41,2.203550,1.243588,0.192122,0.496943,0.270897,0.689516,0.681321,0.886364,0.477273,0.250000,37,46,0.091814,0.461273,0,0,0,0,1
42,1.879312,1.156667,0.179340,0.324123,0.219182,0.681452,0.650856,0.886364,0.659091,0.454545,51,71,0.134956,0.567186,0,0,0,0,0
43,1.936450,1.136348,0.162972,0.400171,0.236959,0.695565,0.689455,0.931818,0.454545,0.295455,34,44,0.086283,0.495917,0,0,0,0,1
44,1.901567,1.130986,0.157150,0.386596,0.226835,0.707661,0.689115,0.840909,0.659091,0.386364,46,73,0.131637,0.520927,1,1,1,1,0
45,1.975672,1.160169,0.177161,0.390871,0.247472,0.699597,0.684143,0.886364,0.295455,0.204545,24,32,0.061947,0.425623,0,0,0,0,0
46,1.914151,1.133900,0.177319,0.378320,0.224612,0.711694,0.688393,0.886364,0.545455,0.340909,38,48,0.095133,0.508669,1,0,0,1,0
47,1.889708,1.131380,0.180494,0.350523,0.227311,0.703629,0.681167,0.909091,0.659091,0.409091,42,55,0.107301,0.557452,1,1,1,0,0
48,1.867039,1.096252,0.175485,0.348639,0.246662,0.717742,0.684298,0.886364,0.295455,0.159091,22,30,0.057522,0.405611,1,0,0,1,0
49,1.836642,1.098035,0.185826,0.315527,0.237254,0.725806,0.712282,0.909091,0.704545,0.477273,44,59,0.113938,0.592015,1,1,1,0,1
50,1.754477,1.063643,0.163088,0.308946,0.218800,0.705645,0.690118,0.704545,0.136364,0.068182,12,19,0.034292,0.287480,1,0,0,0,0
51,1.981083,1.121489,0.184201,0.434576,0.240817,0.717742,0.694708,0.863636,0.159091,0.113636,11,20,0.034292,0.365889,1,0,0,1,0
52,1.807903,1.059258,0.192107,0.299087,0.257451,0.729839,0.712793,0.909091,0.454545,0.295455,28,42,0.077434,0.488848,1,0,0,0,1
53,1.808960,1.071280,0.164444,0.346673,0.226563,0.717742,0.694299,0.909091,0.704545,0.500000,53,81,0.148230,0.598813,1,1,1,0,0
54,1.636899,1.015852,0.150159,0.263485,0.207402,0.731855,0.718109,0.954545,0.500000,0.386364,31,43,0.081858,0.549769,1,0,0,0,1
55,1.665443,1.014642,0.154711,0.281090,0.215000,0.731855,0.702539,0.931818,0.659091,0.454545,52,67,0.131637,0.583427,1,0,0,0,0
56,1.778521,1.010503,0.182019,0.336947,0.249053,0.739919,0.724895,0.931818,0.727273,0.590909,65,86,0.167035,0.648069,1,1,1,0,1
57,1.705691,1.001711,0.159442,0.330651,0.213886,0.752016,0.729707,0.977273,0.568182,0.409091,38,49,0.096239,0.573331,1,0,0,0,1
58,1.458766,0.922204,0.123278,0.231938,0.181346,0.737903,0.721345,0.886364,0.522727,0.340909,34,46,0.088496,0.507060,1,0,0,0,0
59,1.803427,1.003116,0.185991,0.355808,0.258512,0.727823,0.707796,0.954545,0.772727,0.590909,76,88,0.181416,0.659131,1,1,0,0,0
60,1.602351,0.964871,0.153758,0.282443,0.201279,0.727823,0.722039,0.931818,0.659091,0.409091,46,62,0.119469,0.564189,1,0,0,0,0
61,1.712312,0.987105,0.166922,0.343469,0.214816,0.719758,0.706849,0.931818,0.522727,0.250000,34,47,0.089602,0.481949,1,0,0,0,0
62,1.671862,0.971913,0.168623,0.309373,0.221954,0.760081,0.747459,0.931818,0.431818,0.318182,22,35,0.063053,0.506195,1,0,0,0,1
63,1.674164,0.968232,0.174069,0.303702,0.228161,0.770161,0.768702,0.909091,0.295455,0.250000,18,29,0.051991,0.455028,1,0,0,0,1
64,1.628676,0.957364,0.140810,0.312549,0.217953,0.762097,0.746836,0.909091,0.659091,0.500000,44,60,0.115044,0.597586,1,0,0,0,0
65,1.589736,0.887022,0.163500,0.320147,0.219067,0.743952,0.726272,0.954545,0.750000,0.613636,56,74,0.143805,0.670847,1,1,1,0,0
66,1.658401,0.948440,0.180315,0.287188,0.242459,0.762097,0.750689,0.909091,0.568182,0.386364,34,51,0.094027,0.539461,1,0,0,0,0
67,1.703026,0.981459,0.162771,0.324406,0.234390,0.719758,0.708271,0.886364,0.545455,0.386364,36,46,0.090708,0.529566,1,0,0,0,0
68,1.544724,0.903755,0.156385,0.280534,0.204050,0.758065,0.741488,0.931818,0.568182,0.340909,28,42,0.077434,0.528620,1,0,0,0,0
69,1.664748,0.943690,0.159840,0.349519,0.211699,0.747984,0.742922,0.931818,0.431818,0.250000,22,33,0.060841,0.475734,1,0,0,0,0
70,1.490729,0.899841,0.121048,0.292489,0.177350,0.735887,0.722825,0.954545,0.659091,0.522727,55,68,0.136062,0.621621,1,0,0,0,0
