epoch,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
1,3.097998,1.990987,0.036403,1.024652,0.045956,0.243952,0.056122,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
2,3.047273,1.997517,0.008951,1.026087,0.014717,0.294355,0.064976,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
3,2.973862,1.996827,0.008965,0.954695,0.013374,0.243952,0.056031,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
4,3.004629,1.996316,0.005720,0.992573,0.010021,0.294355,0.111959,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
5,3.000165,1.994904,0.009005,0.982823,0.013434,0.286290,0.073216,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
6,2.996372,1.994458,0.005007,0.987345,0.009561,0.294355,0.072627,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
7,2.989630,1.990877,0.006216,0.982120,0.010417,0.252016,0.153039,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
8,3.010397,1.991473,0.006508,1.002341,0.010076,0.318548,0.157715,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
9,2.957617,1.989615,0.006616,0.950115,0.011271,0.254032,0.144404,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
10,2.962627,1.986131,0.005232,0.961479,0.009785,0.385081,0.214382,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
11,2.967820,1.987725,0.006556,0.962908,0.010631,0.393145,0.213989,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
12,2.959840,1.978909,0.009192,0.957900,0.013840,0.306452,0.189162,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
13,2.950874,1.977221,0.009977,0.949453,0.014222,0.411290,0.261909,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
14,2.937251,1.970276,0.011281,0.940318,0.015377,0.362903,0.200902,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
15,2.967810,1.959963,0.016071,0.972613,0.019164,0.421371,0.319984,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
16,2.944837,1.922071,0.031737,0.957334,0.033695,0.439516,0.334473,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
17,2.945544,1.886175,0.042044,0.972929,0.044396,0.431452,0.350825,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
18,2.925108,1.846812,0.050232,0.977354,0.050710,0.449597,0.378828,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
19,2.886170,1.782274,0.068784,0.961889,0.073223,0.469758,0.352793,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
20,2.918450,1.772233,0.075949,0.991241,0.079028,0.473790,0.398427,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
21,2.809887,1.712026,0.091803,0.905155,0.100903,0.473790,0.357729,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
22,2.784381,1.677606,0.096526,0.906833,0.103417,0.497984,0.398601,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
23,2.772295,1.645263,0.106822,0.907936,0.112274,0.502016,0.425371,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
24,2.666548,1.598599,0.119545,0.820132,0.128272,0.500000,0.421469,0.113636,0.022727,0.000000,1,1,0.002212,0.041824,0,0,0,0,0
25,2.693230,1.551221,0.183255,0.747937,0.210817,0.504032,0.425401,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
26,2.652948,1.561434,0.125111,0.832812,0.133592,0.506048,0.435173,0.181818,0.022727,0.000000,1,0,0.001106,0.065798,0,0,0,0,1
27,2.542404,1.511177,0.166445,0.667562,0.197220,0.604839,0.564102,0.568182,0.181818,0.090909,11,22,0.036504,0.254304,0,0,0,0,1
28,2.467130,1.448658,0.165916,0.654080,0.198476,0.582661,0.502704,0.818182,0.431818,0.272727,41,57,0.108407,0.441432,0,0,0,0,0
29,2.565943,1.480013,0.157673,0.753749,0.174508,0.588710,0.542049,0.750000,0.136364,0.136364,13,29,0.046460,0.332854,0,0,0,0,0
