epoch,train_pgd_ce_loss,train_rank_loss,train_total_loss,n_batches,n_rank_active_batches,rank_active_fraction,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_pgd_recall_at_cap017,val_pgd_far_at_cap017,val_pgd_tp_at_cap017,clean_guard_pass
1,1.611468,0.110646,1.722114,62,62,1.0000,0.721774,0.718985,0.886364,0.727273,0.168142,32,False
2,1.537572,0.098953,1.636524,62,62,1.0000,0.717742,0.721249,0.886364,0.727273,0.161504,32,False
3,1.501404,0.093077,1.594481,62,60,0.9677,0.721774,0.722522,0.886364,0.750000,0.168142,33,False
4,1.480140,0.097736,1.577876,62,62,1.0000,0.715726,0.722978,0.863636,0.727273,0.168142,32,False
5,1.461571,0.099155,1.560727,62,62,1.0000,0.703629,0.709953,0.818182,0.750000,0.168142,33,False
6,1.450646,0.096140,1.546786,62,61,0.9839,0.679435,0.689072,0.727273,0.772727,0.161504,34,False
7,1.440984,0.094382,1.535366,62,61,0.9839,0.675403,0.675305,0.545455,0.750000,0.165929,33,False
8,1.428079,0.096203,1.524283,62,62,1.0000,0.679435,0.680674,0.590909,0.772727,0.163717,34,False
9,1.422114,0.091315,1.513429,62,62,1.0000,0.677419,0.682786,0.704545,0.727273,0.163717,32,False
10,1.408855,0.091936,1.500791,62,62,1.0000,0.691532,0.692960,0.613636,0.818182,0.163717,36,False
11,1.405929,0.093457,1.499385,62,62,1.0000,0.683468,0.686377,0.681818,0.772727,0.165929,34,False
12,1.395000,0.091236,1.486236,62,61,0.9839,0.687500,0.692508,0.636364,0.750000,0.168142,33,False
13,1.391290,0.088021,1.479310,62,62,1.0000,0.681452,0.689260,0.681818,0.795455,0.168142,35,False
14,1.379866,0.089799,1.469665,62,62,1.0000,0.685484,0.676065,0.500000,0.818182,0.163717,36,False
15,1.375618,0.088242,1.463860,62,62,1.0000,0.681452,0.683526,0.636364,0.772727,0.168142,34,False
16,1.370654,0.088263,1.458917,62,62,1.0000,0.699597,0.701587,0.636364,0.727273,0.163717,32,False
17,1.364448,0.091534,1.455982,62,62,1.0000,0.669355,0.674259,0.568182,0.795455,0.161504,35,False
18,1.357704,0.088644,1.446348,62,62,1.0000,0.695565,0.698799,0.681818,0.750000,0.168142,33,False
19,1.356051,0.083484,1.439535,62,62,1.0000,0.681452,0.684069,0.545455,0.863636,0.165929,38,False
20,1.347846,0.086949,1.434796,62,62,1.0000,0.679435,0.689309,0.636364,0.795455,0.163717,35,False
21,1.342530,0.086801,1.429331,62,61,0.9839,0.705645,0.714142,0.659091,0.840909,0.163717,37,False
22,1.336695,0.084696,1.421390,62,62,1.0000,0.713710,0.715140,0.659091,0.818182,0.168142,36,False
23,1.333732,0.088041,1.421772,62,62,1.0000,0.689516,0.699759,0.704545,0.704545,0.130531,31,False
24,1.331060,0.086905,1.417965,62,62,1.0000,0.691532,0.701622,0.613636,0.750000,0.157080,33,False
25,1.331510,0.084410,1.415920,62,62,1.0000,0.685484,0.687222,0.704545,0.727273,0.159292,32,False
26,1.320272,0.090082,1.410354,62,62,1.0000,0.689516,0.683357,0.590909,0.840909,0.168142,37,False
27,1.316453,0.082407,1.398860,62,61,0.9839,0.695565,0.694514,0.659091,0.772727,0.159292,34,False
28,1.312140,0.085128,1.397268,62,62,1.0000,0.705645,0.710356,0.704545,0.795455,0.165929,35,False
29,1.306807,0.083018,1.389826,62,62,1.0000,0.699597,0.698791,0.613636,0.795455,0.161504,35,False
30,1.301078,0.085113,1.386191,62,62,1.0000,0.705645,0.701722,0.704545,0.750000,0.157080,33,False
31,1.304990,0.085336,1.390326,62,62,1.0000,0.713710,0.717202,0.613636,0.818182,0.168142,36,False
32,1.293890,0.079111,1.373001,62,61,0.9839,0.715726,0.711671,0.681818,0.772727,0.168142,34,False
33,1.294689,0.089224,1.383914,62,62,1.0000,0.689516,0.696721,0.590909,0.795455,0.163717,35,False
34,1.292262,0.080456,1.372718,62,62,1.0000,0.693548,0.696144,0.681818,0.772727,0.154867,34,False
35,1.286580,0.084592,1.371173,62,62,1.0000,0.723790,0.720906,0.704545,0.818182,0.168142,36,False
36,1.281406,0.085123,1.366529,62,62,1.0000,0.705645,0.713221,0.659091,0.818182,0.159292,36,False
37,1.274913,0.080011,1.354924,62,62,1.0000,0.701613,0.701075,0.590909,0.840909,0.165929,37,False
38,1.278572,0.082223,1.360795,62,62,1.0000,0.703629,0.702913,0.636364,0.840909,0.165929,37,False
39,1.272550,0.080504,1.353054,62,61,0.9839,0.709677,0.707041,0.704545,0.840909,0.163717,37,False
40,1.267569,0.078385,1.345954,62,62,1.0000,0.725806,0.726966,0.659091,0.863636,0.157080,38,False
