metric,value
run_name,transformer_seed43
best_epoch,27
epochs_run,47
max_epochs,200
early_stopped,True
best_val_macro_f1,0.788732
best_val_accuracy,0.812500
best_val_loss,0.501043
best_train_accuracy,0.805444
best_train_loss,0.534715
test_loss,0.593860
test_accuracy,0.788000
test_macro_f1,0.755678
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.807692
fall_f1,0.865979
elapsed_seconds,1024.371848
