epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,2.267044,0.262349,1.825300,0.294355,0.064976
2,1.845627,0.269909,1.792893,0.294355,0.064976
3,1.823183,0.289315,1.873424,0.294355,0.064976
4,1.831758,0.279738,1.816562,0.294355,0.064976
5,1.819532,0.283518,1.858880,0.243952,0.056031
6,1.823388,0.282762,1.793981,0.243952,0.056031
7,1.809367,0.266885,1.788942,0.294355,0.064976
8,1.789268,0.293347,1.716981,0.302419,0.142936
9,1.752775,0.289567,1.694849,0.262097,0.111595
10,1.700144,0.311996,1.654792,0.324597,0.194455
11,1.626432,0.356603,1.637345,0.379032,0.264121
12,1.580004,0.374496,1.597885,0.377016,0.200688
13,1.543652,0.398690,1.504377,0.395161,0.282250
14,1.425821,0.456401,1.565556,0.439516,0.321534
15,1.387371,0.471522,1.419578,0.427419,0.281108
16,1.279268,0.511341,1.222797,0.538306,0.488852
17,1.197144,0.551159,1.093672,0.562500,0.552059
18,1.105883,0.575857,1.146787,0.554435,0.461941
19,1.082535,0.587198,1.072421,0.572581,0.552549
20,0.993548,0.638357,1.036366,0.574597,0.516551
21,0.934900,0.647681,0.832655,0.707661,0.694785
22,0.832116,0.703377,0.904512,0.653226,0.644418
23,0.829795,0.692540,0.770025,0.737903,0.727246
24,0.792778,0.715222,0.708181,0.713710,0.668266
25,0.745066,0.724294,0.712215,0.733871,0.732207
26,1.053567,0.608115,1.791503,0.320565,0.110405
27,1.694692,0.342238,1.686774,0.328629,0.139701
28,1.502104,0.428427,1.378091,0.421371,0.311489
29,1.295262,0.508569,1.179074,0.516129,0.404064
30,1.098579,0.597278,0.980609,0.649194,0.628127
31,0.865023,0.686996,0.743295,0.713710,0.691736
32,0.771142,0.720766,0.606204,0.778226,0.765647
33,0.668046,0.761341,0.625675,0.752016,0.736001
34,0.654212,0.775958,0.590199,0.756048,0.755887
35,0.620529,0.773690,0.657493,0.762097,0.738803
36,0.593944,0.791835,0.691395,0.745968,0.729286
37,1.110662,0.621724,0.683558,0.762097,0.754976
38,0.688468,0.736643,0.700944,0.747984,0.731738
39,0.613290,0.787046,0.562522,0.796371,0.790291
40,0.573096,0.796875,0.623649,0.810484,0.805009
41,0.553473,0.801663,0.606265,0.762097,0.741300
42,0.533062,0.810232,0.733588,0.721774,0.690429
43,0.542065,0.806956,0.523458,0.812500,0.794898
44,0.520789,0.814264,0.606869,0.784274,0.767952
45,0.486802,0.827369,0.548633,0.802419,0.788260
46,0.477388,0.822581,0.607597,0.780242,0.731908
47,0.467165,0.827873,0.483579,0.810484,0.798688
48,0.430757,0.845262,0.484858,0.818548,0.803353
49,0.399096,0.857359,0.455041,0.854839,0.832459
50,0.415566,0.851310,0.548461,0.810484,0.783971
51,0.461687,0.836694,0.446440,0.842742,0.824104
52,0.419349,0.850806,0.422552,0.838710,0.829449
53,0.369517,0.874496,0.698516,0.774194,0.756706
54,0.397741,0.864163,0.414918,0.856855,0.833701
55,0.326346,0.888609,0.500681,0.818548,0.803133
56,0.413668,0.852067,0.433565,0.862903,0.847780
57,0.317806,0.887601,0.415875,0.846774,0.839623
58,0.308619,0.893397,0.435319,0.840726,0.821745
59,0.336275,0.882560,0.401039,0.848790,0.836477
60,0.386273,0.867692,0.426744,0.836694,0.818962
61,0.295104,0.899194,0.342911,0.870968,0.856831
62,0.254627,0.918347,0.501108,0.816532,0.808178
63,0.283608,0.893901,0.399366,0.883065,0.874937
64,0.306133,0.890121,0.310758,0.875000,0.873282
65,0.234814,0.916583,0.312450,0.879032,0.875463
66,0.247586,0.915575,0.280844,0.891129,0.889292
67,0.212934,0.926411,0.488749,0.824597,0.803500
68,0.232352,0.917843,0.315219,0.872984,0.858800
69,0.220618,0.920615,0.426999,0.850806,0.819759
70,0.196685,0.929940,0.353179,0.891129,0.873902
71,0.852747,0.781250,1.651679,0.358871,0.232944
72,1.580091,0.383821,1.446104,0.389113,0.268531
73,1.080494,0.592238,0.843402,0.695565,0.637634
74,0.837254,0.699345,0.745342,0.695565,0.670140
75,0.588936,0.795867,0.741572,0.735887,0.697049
76,0.534227,0.815776,0.533708,0.790323,0.756734
77,0.539398,0.806704,0.459315,0.820565,0.789348
78,0.398060,0.861895,0.416872,0.864919,0.852175
79,0.416048,0.856603,0.462310,0.826613,0.790018
80,0.341315,0.882056,0.346902,0.870968,0.841577
81,0.290471,0.897933,0.401985,0.848790,0.828213
82,0.263292,0.914315,0.229607,0.905242,0.882684
83,0.298218,0.888105,0.308585,0.885081,0.844643
84,0.264188,0.907006,0.363681,0.862903,0.855637
85,0.230456,0.912298,0.351358,0.846774,0.829919
86,0.263525,0.901714,0.247843,0.915323,0.892860
87,0.208531,0.923639,0.317369,0.870968,0.855307
88,0.258541,0.904738,0.337595,0.872984,0.859412
89,0.235887,0.915323,0.257951,0.885081,0.865145
90,0.212876,0.923387,0.289271,0.877016,0.871698
91,0.221088,0.922631,0.252253,0.899194,0.895095
92,0.159878,0.941280,0.214816,0.917339,0.909925
93,0.195203,0.931200,0.250160,0.899194,0.884908
94,0.134227,0.954133,0.215526,0.929435,0.919320
95,0.161368,0.943296,0.181058,0.935484,0.928446
96,0.149457,0.951109,0.215396,0.929435,0.912215
97,0.126123,0.957661,0.220926,0.927419,0.907872
98,0.153687,0.946573,0.208270,0.929435,0.909251
99,0.105267,0.962198,0.142658,0.947581,0.936188
100,0.190711,0.932208,0.244479,0.905242,0.894206
101,0.138715,0.948085,0.211023,0.925403,0.926777
102,0.120456,0.959677,0.134454,0.945565,0.937348
103,0.087783,0.966986,0.205009,0.907258,0.894518
104,0.259967,0.912802,0.299410,0.907258,0.900472
105,0.113184,0.958921,0.187223,0.925403,0.916760
106,0.087641,0.967742,0.391557,0.875000,0.860867
107,0.207740,0.923387,0.239177,0.927419,0.914587
108,0.085824,0.971522,0.187886,0.931452,0.923621
109,0.077308,0.971522,0.209298,0.917339,0.919668
110,0.231257,0.922127,0.264518,0.903226,0.886898
111,0.126793,0.955393,0.185218,0.933468,0.915362
112,0.125026,0.956149,0.202555,0.921371,0.902094
113,0.062779,0.980343,0.121675,0.965726,0.957326
114,0.049894,0.982611,0.162257,0.949597,0.941701
115,0.126490,0.955141,0.258653,0.917339,0.895079
116,0.080154,0.972530,0.200155,0.939516,0.920290
117,0.123118,0.956653,0.188401,0.935484,0.924134
118,0.079733,0.971522,0.132386,0.955645,0.943290
119,0.046516,0.985887,0.147212,0.939516,0.925996
120,0.089823,0.967994,0.335550,0.881048,0.865763
121,0.117999,0.958669,0.236215,0.919355,0.908723
122,0.116238,0.959173,0.221870,0.917339,0.905145
123,0.070353,0.974798,0.146192,0.957661,0.945068
124,0.067897,0.976058,0.150240,0.951613,0.949166
125,0.097544,0.967490,0.250055,0.933468,0.918985
126,0.045147,0.985383,0.180957,0.941532,0.930756
127,0.076548,0.973538,0.380916,0.887097,0.852759
128,0.106191,0.961946,0.342516,0.905242,0.899627
129,0.124872,0.956653,0.167015,0.937500,0.918804
130,0.126218,0.956653,0.324079,0.897177,0.868459
131,1.317334,0.743952,1.974460,0.306452,0.135920
132,1.722468,0.312752,1.635105,0.358871,0.192957
133,1.556467,0.385333,1.570373,0.393145,0.267743
