metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.841365
clean_macro_f1,0.817222
clean_fall_recall,0.865169
attack_accuracy,0.034137
attack_macro_f1,0.032960
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
fall_true_positive,0
fall_false_negative,89
fall_false_positive,86
fall_true_negative,821
false_fall_alarm_count,86
prediction_change_rate,0.847390
