metric,value
fall_true_positive,44
fall_false_negative,1
fall_false_positive,4
fall_true_negative,451
fall_windows,45
nonfall_windows,455
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.916667
fall_f1,0.946237
specificity,0.991209
false_positive_rate,0.008791
