metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.800201
clean_macro_f1,0.771859
clean_fall_recall,0.876404
attack_accuracy,0.057229
attack_macro_f1,0.036661
fall_recall,0.011236
missed_fall_rate,0.988764
fall_precision,0.007692
fall_f1,0.009132
fall_true_positive,1
fall_false_negative,88
fall_false_positive,129
fall_true_negative,778
false_fall_alarm_count,129
prediction_change_rate,0.785141
