epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,2.336654,0.251008,1.842348,0.294355,0.064976
2,1.825126,0.280494,1.827251,0.254032,0.083215
3,1.821688,0.280494,1.814869,0.294355,0.064976
4,1.829730,0.277218,1.807224,0.294355,0.064976
5,1.826113,0.272681,1.856418,0.243952,0.056031
6,1.831945,0.277974,1.795059,0.294355,0.064976
7,1.812760,0.284778,1.838131,0.294355,0.064976
8,1.826966,0.277722,1.819629,0.294355,0.064976
9,1.800449,0.294607,1.766101,0.294355,0.064976
10,1.725788,0.320817,1.612427,0.399194,0.225258
11,1.683984,0.337450,1.635064,0.336694,0.154874
12,1.600801,0.361139,1.566822,0.372984,0.196589
13,1.613423,0.373488,1.521413,0.411290,0.197686
14,1.551452,0.395161,1.499543,0.449597,0.257718
15,1.457003,0.451109,1.388754,0.467742,0.332724
16,1.444623,0.465222,1.391953,0.453629,0.304082
17,1.349984,0.482359,1.390103,0.469758,0.333105
18,1.311268,0.511845,1.267130,0.504032,0.404684
19,1.235330,0.523438,1.124509,0.568548,0.480070
20,1.119849,0.573589,1.109169,0.586694,0.510432
21,1.091849,0.578125,1.024672,0.588710,0.556979
22,1.010942,0.627016,0.963333,0.637097,0.589085
23,1.315577,0.502016,1.277890,0.526210,0.442517
24,1.373246,0.485131,1.300044,0.489919,0.410719
25,1.182066,0.552923,1.081177,0.582661,0.539423
26,1.079784,0.591734,0.996067,0.596774,0.533585
27,1.027438,0.620968,0.964946,0.612903,0.516582
28,0.942208,0.648185,1.363037,0.536290,0.419373
29,0.886971,0.680444,0.793602,0.705645,0.651654
30,0.802364,0.714970,0.837009,0.701613,0.666326
31,0.758789,0.727319,0.729611,0.766129,0.736382
32,0.700232,0.750252,0.808463,0.689516,0.655280
33,0.654362,0.758317,0.602220,0.788306,0.751014
34,0.654689,0.760837,0.693366,0.721774,0.694025
35,0.658614,0.755796,0.678155,0.741935,0.723198
36,0.549614,0.795363,0.762993,0.707661,0.691079
37,0.535522,0.808972,0.485528,0.838710,0.818882
38,0.509466,0.813256,0.503718,0.806452,0.766907
39,0.517499,0.817540,0.425596,0.862903,0.849264
40,0.862035,0.695817,0.991882,0.639113,0.604273
41,0.653054,0.766885,0.623009,0.758065,0.752663
42,0.555523,0.794355,0.441895,0.834677,0.814365
43,0.414023,0.849546,0.479299,0.812500,0.765441
44,0.402505,0.853075,0.496862,0.820565,0.802566
45,0.383565,0.864919,0.363345,0.862903,0.843876
46,0.985884,0.649446,1.690128,0.387097,0.196347
47,1.317465,0.504536,1.023109,0.604839,0.563571
48,1.018868,0.628780,0.901195,0.679435,0.634472
49,0.765394,0.725554,0.616039,0.784274,0.762760
50,0.758362,0.720262,0.618159,0.776210,0.754100
51,0.942666,0.665827,1.965440,0.320565,0.152238
52,1.711899,0.325101,1.641938,0.350806,0.187395
53,1.527244,0.412802,1.411105,0.493952,0.333969
54,1.318575,0.503780,1.255160,0.564516,0.497262
55,1.083314,0.595262,0.905805,0.669355,0.654437
56,0.632918,0.776714,0.563730,0.776210,0.766244
57,0.506734,0.821321,0.647762,0.776210,0.767760
58,0.532895,0.809476,0.462834,0.842742,0.834580
59,0.457655,0.834173,0.394172,0.850806,0.836369
