attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.841365,0.817222,0.865169,0.134831,0.927711,0.895349,77,12,6,901,6,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.743976,0.728526,0.775281,0.224719,0.884615,0.826347,69,20,9,898,9,0.100402,0.089888,0.097390
pgd,legacy,0.005000,10,0.000833,0.604418,0.588111,0.584270,0.415730,0.702703,0.638037,52,37,22,885,22,0.245984,0.280899,0.236948
pgd,legacy,0.007500,10,0.001250,0.433735,0.412984,0.269663,0.730337,0.375000,0.313725,24,65,40,867,40,0.424699,0.595506,0.407631
pgd,legacy,0.010000,10,0.001667,0.285141,0.264453,0.089888,0.910112,0.121212,0.103226,8,81,58,849,58,0.574297,0.775281,0.556225
pgd,legacy,0.012500,10,0.002083,0.185743,0.167405,0.044944,0.955056,0.058824,0.050955,4,85,64,843,64,0.676707,0.820225,0.655622
pgd,legacy,0.015000,10,0.002500,0.116466,0.098216,0.011236,0.988764,0.013514,0.012270,1,88,73,834,73,0.748996,0.853933,0.724900
pgd,legacy,0.017500,10,0.002917,0.077309,0.065781,0.000000,1.000000,0.000000,0.000000,0,89,78,829,78,0.791165,0.865169,0.764056
pgd,legacy,0.020000,10,0.003333,0.053213,0.045655,0.000000,1.000000,0.000000,0.000000,0,89,85,822,85,0.818273,0.865169,0.788153
pgd,legacy,0.025000,10,0.004167,0.025100,0.020685,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.855422,0.865169,0.816265
pgd,legacy,0.030000,10,0.005000,0.010040,0.009539,0.000000,1.000000,0.000000,0.000000,0,89,91,816,91,0.872490,0.865169,0.831325
pgd,legacy,0.035000,10,0.005833,0.004016,0.003296,0.000000,1.000000,0.000000,0.000000,0,89,95,812,95,0.882530,0.865169,0.837349
pgd,legacy,0.040000,10,0.006667,0.003012,0.002732,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.891566,0.865169,0.838353
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,92,815,92,0.898594,0.865169,0.841365
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,92,815,92,0.901606,0.865169,0.841365
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.906627,0.865169,0.841365
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,99,808,99,0.908635,0.865169,0.841365
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,99,808,99,0.914659,0.865169,0.841365
