metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.952811
clean_macro_f1,0.938273
clean_fall_recall,0.977528
attack_accuracy,0.009036
attack_macro_f1,0.004168
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
fall_true_positive,0
fall_false_negative,89
fall_false_positive,58
fall_true_negative,849
false_fall_alarm_count,58
prediction_change_rate,0.948795
