metric,value
fall_true_positive,42
fall_false_negative,3
fall_false_positive,10
fall_true_negative,445
fall_windows,45
nonfall_windows,455
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.807692
fall_f1,0.865979
specificity,0.978022
false_positive_rate,0.021978
