metric,value
run_name,transformer_seed46
best_epoch,39
epochs_run,59
max_epochs,200
early_stopped,True
best_val_macro_f1,0.849264
best_val_accuracy,0.862903
best_val_loss,0.425596
best_train_accuracy,0.817540
best_train_loss,0.517499
test_loss,0.520356
test_accuracy,0.820000
test_macro_f1,0.785839
fall_recall,0.866667
missed_fall_rate,0.133333
fall_precision,0.906977
fall_f1,0.886364
elapsed_seconds,1357.283183
