attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.952811,0.938273,0.977528,0.022472,0.977528,0.977528,87,2,2,905,2,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.852410,0.842423,0.921348,0.078652,0.942529,0.931818,82,7,5,902,5,0.101406,0.056180,0.100402
pgd,legacy,0.005000,10,0.000833,0.625502,0.606094,0.707865,0.292135,0.818182,0.759036,63,26,14,893,14,0.328313,0.269663,0.327309
pgd,legacy,0.007500,10,0.001250,0.361446,0.334913,0.337079,0.662921,0.483871,0.397351,30,59,32,875,32,0.594378,0.640449,0.591365
pgd,legacy,0.010000,10,0.001667,0.193775,0.170403,0.146067,0.853933,0.216667,0.174497,13,76,47,860,47,0.762048,0.831461,0.759036
pgd,legacy,0.012500,10,0.002083,0.102410,0.083002,0.089888,0.910112,0.131148,0.106667,8,81,53,854,53,0.853414,0.887640,0.850402
pgd,legacy,0.015000,10,0.002500,0.053213,0.042697,0.033708,0.966292,0.050847,0.040541,3,86,56,851,56,0.902610,0.943820,0.899598
pgd,legacy,0.017500,10,0.002917,0.023092,0.018257,0.011236,0.988764,0.017241,0.013605,1,88,57,850,57,0.933735,0.966292,0.929719
pgd,legacy,0.020000,10,0.003333,0.012048,0.011607,0.011236,0.988764,0.016949,0.013514,1,88,58,849,58,0.945783,0.966292,0.940763
pgd,legacy,0.025000,10,0.004167,0.003012,0.001412,0.000000,1.000000,0.000000,0.000000,0,89,57,850,57,0.955823,0.977528,0.949799
pgd,legacy,0.030000,10,0.005000,0.001004,0.000471,0.000000,1.000000,0.000000,0.000000,0,89,57,850,57,0.957831,0.977528,0.951807
pgd,legacy,0.035000,10,0.005833,0.001004,0.000472,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.957831,0.977528,0.951807
pgd,legacy,0.040000,10,0.006667,0.001004,0.000471,0.000000,1.000000,0.000000,0.000000,0,89,60,847,60,0.957831,0.977528,0.951807
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,60,847,60,0.959839,0.977528,0.952811
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,60,847,60,0.959839,0.977528,0.952811
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,58,849,58,0.959839,0.977528,0.952811
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.958835,0.977528,0.952811
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,57,850,57,0.960843,0.977528,0.952811
