metric,value
run_name,transformer_seed42
best_epoch,85
epochs_run,105
max_epochs,200
early_stopped,True
best_val_macro_f1,0.939381
best_val_accuracy,0.947581
best_val_loss,0.174687
best_train_accuracy,0.955141
best_train_loss,0.138123
test_loss,0.271173
test_accuracy,0.918000
test_macro_f1,0.894867
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.977778
fall_f1,0.977778
elapsed_seconds,3130.659486
