epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,2.215766,0.261593,1.823793,0.294355,0.064976
2,1.827367,0.283266,1.831933,0.294355,0.064976
3,1.845119,0.265121,1.836278,0.243952,0.056031
4,1.823461,0.283014,1.829182,0.294355,0.064976
5,1.838095,0.272933,1.790125,0.294355,0.064976
6,1.797578,0.290323,1.838760,0.300403,0.095012
7,1.785479,0.301159,1.750437,0.294355,0.064976
8,1.728038,0.308468,1.751560,0.314516,0.103359
9,1.728976,0.309728,1.715716,0.322581,0.144511
10,1.648525,0.340222,1.583736,0.370968,0.164579
11,1.576140,0.387349,1.666366,0.340726,0.212258
12,1.492194,0.418347,1.523372,0.413306,0.276123
13,1.388910,0.468498,1.290601,0.471774,0.313569
14,1.394913,0.472782,1.378801,0.455645,0.310776
15,1.314797,0.488155,1.215346,0.522177,0.448624
16,1.211974,0.541583,1.268537,0.457661,0.394307
17,1.109498,0.585938,1.072559,0.580645,0.556049
18,1.033381,0.618196,1.116580,0.592742,0.536202
19,1.051517,0.612399,0.990260,0.590726,0.513676
20,0.970596,0.643649,0.883780,0.685484,0.655875
21,0.859330,0.682208,0.891575,0.681452,0.625338
22,0.822916,0.700353,0.743534,0.731855,0.672478
23,0.731141,0.735635,0.698459,0.737903,0.697986
24,0.748966,0.719758,0.577118,0.782258,0.757381
25,0.618310,0.769657,0.665872,0.747984,0.707499
26,0.668993,0.758569,0.546972,0.806452,0.783959
27,0.534715,0.805444,0.501043,0.812500,0.788732
28,0.586041,0.791079,0.591259,0.774194,0.763109
29,1.308753,0.534022,1.796997,0.245968,0.058302
30,1.803852,0.287802,1.783230,0.294355,0.065077
31,1.804214,0.278478,1.770100,0.342742,0.130304
32,1.753772,0.315272,1.764240,0.294355,0.064976
33,1.680681,0.336694,1.692249,0.344758,0.139192
34,1.601252,0.366683,1.592899,0.358871,0.190339
35,1.598437,0.356855,1.608115,0.375000,0.166354
36,1.591021,0.363659,1.576629,0.375000,0.220031
37,1.549625,0.402470,2.244866,0.175403,0.106859
38,1.613472,0.382056,1.514424,0.387097,0.191640
39,1.529070,0.409022,1.506085,0.407258,0.253949
40,1.526818,0.416835,1.490701,0.389113,0.211422
41,1.530477,0.424647,1.542114,0.356855,0.226718
42,1.485484,0.446069,1.449326,0.439516,0.283052
43,1.468282,0.448085,1.449798,0.435484,0.306135
44,1.412248,0.475806,1.353793,0.457661,0.329144
45,1.404506,0.482107,1.380351,0.461694,0.315436
46,1.335951,0.500504,1.246486,0.524194,0.480021
47,1.287490,0.523942,1.266034,0.508065,0.405878
