attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.949799,0.932974,0.977528,0.022472,0.925532,0.950820,87,2,7,900,7,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.844378,0.829823,0.932584,0.067416,0.821782,0.873684,83,6,18,889,18,0.107430,0.044944,0.105422
fgsm,legacy,0.005000,n/a,n/a,0.671687,0.667907,0.876404,0.123596,0.696429,0.776119,78,11,34,873,34,0.280120,0.101124,0.278112
fgsm,legacy,0.007500,n/a,n/a,0.436747,0.442175,0.651685,0.348315,0.487395,0.557692,58,31,61,846,61,0.515060,0.325843,0.513052
fgsm,legacy,0.010000,n/a,n/a,0.251004,0.256524,0.471910,0.528090,0.350000,0.401914,42,47,78,829,78,0.700803,0.505618,0.698795
fgsm,legacy,0.012500,n/a,n/a,0.133534,0.139772,0.258427,0.741573,0.209091,0.231156,23,66,87,820,87,0.818273,0.719101,0.816265
fgsm,legacy,0.015000,n/a,n/a,0.077309,0.084690,0.146067,0.853933,0.128713,0.136842,13,76,88,819,88,0.875502,0.831461,0.872490
fgsm,legacy,0.017500,n/a,n/a,0.045181,0.049931,0.089888,0.910112,0.084211,0.086957,8,81,87,820,87,0.907631,0.887640,0.904618
fgsm,legacy,0.020000,n/a,n/a,0.025100,0.030340,0.044944,0.955056,0.043011,0.043956,4,85,89,818,89,0.927711,0.932584,0.924699
fgsm,legacy,0.025000,n/a,n/a,0.007028,0.009953,0.011236,0.988764,0.011494,0.011364,1,88,86,821,86,0.946787,0.966292,0.942771
fgsm,legacy,0.030000,n/a,n/a,0.003012,0.004078,0.011236,0.988764,0.012195,0.011696,1,88,81,826,81,0.952811,0.966292,0.946787
fgsm,legacy,0.035000,n/a,n/a,0.002008,0.003566,0.011236,0.988764,0.012821,0.011976,1,88,77,830,77,0.953815,0.966292,0.947791
fgsm,legacy,0.040000,n/a,n/a,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,73,834,73,0.956827,0.977528,0.949799
fgsm,legacy,0.045000,n/a,n/a,0.001004,0.001797,0.000000,1.000000,0.000000,0.000000,0,89,69,838,69,0.954819,0.977528,0.948795
fgsm,legacy,0.050000,n/a,n/a,0.001004,0.001742,0.000000,1.000000,0.000000,0.000000,0,89,65,842,65,0.954819,0.977528,0.948795
fgsm,legacy,0.055000,n/a,n/a,0.001004,0.001681,0.000000,1.000000,0.000000,0.000000,0,89,59,848,59,0.956827,0.977528,0.948795
fgsm,legacy,0.060000,n/a,n/a,0.001004,0.001642,0.000000,1.000000,0.000000,0.000000,0,89,51,856,51,0.956827,0.977528,0.948795
fgsm,legacy,0.075000,n/a,n/a,0.008032,0.009188,0.000000,1.000000,0.000000,0.000000,0,89,22,885,22,0.956827,0.977528,0.941767
