attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.932731,0.916966,0.988764,0.011236,0.956522,0.972376,88,1,4,903,4,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.819277,0.809187,0.910112,0.089888,0.870968,0.890110,81,8,12,895,12,0.114458,0.078652,0.113454
pgd,legacy,0.005000,10,0.000833,0.606426,0.604577,0.719101,0.280899,0.673684,0.695652,64,25,31,876,31,0.329317,0.269663,0.326305
pgd,legacy,0.007500,10,0.001250,0.362450,0.359417,0.438202,0.561798,0.367925,0.400000,39,50,67,840,67,0.573293,0.550562,0.570281
pgd,legacy,0.010000,10,0.001667,0.192771,0.190766,0.202247,0.797753,0.183673,0.192513,18,71,80,827,80,0.742972,0.786517,0.739960
pgd,legacy,0.012500,10,0.002083,0.099398,0.099917,0.112360,0.887640,0.103093,0.107527,10,79,87,820,87,0.838353,0.876404,0.833333
pgd,legacy,0.015000,10,0.002500,0.052209,0.052782,0.067416,0.932584,0.062500,0.064865,6,83,90,817,90,0.885542,0.921348,0.880522
pgd,legacy,0.017500,10,0.002917,0.026104,0.026565,0.033708,0.966292,0.032609,0.033149,3,86,89,818,89,0.911647,0.955056,0.906627
pgd,legacy,0.020000,10,0.003333,0.013052,0.015232,0.022472,0.977528,0.022222,0.022346,2,87,88,819,88,0.924699,0.966292,0.919679
pgd,legacy,0.025000,10,0.004167,0.004016,0.004479,0.000000,1.000000,0.000000,0.000000,0,89,85,822,85,0.933735,0.988764,0.928715
pgd,legacy,0.030000,10,0.005000,0.002008,0.002309,0.000000,1.000000,0.000000,0.000000,0,89,87,820,87,0.937751,0.988764,0.930723
pgd,legacy,0.035000,10,0.005833,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.939759,0.988764,0.932731
pgd,legacy,0.040000,10,0.006667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,89,818,89,0.942771,0.988764,0.932731
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.943775,0.988764,0.932731
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,89,818,89,0.943775,0.988764,0.932731
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.943775,0.988764,0.932731
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,85,822,85,0.943775,0.988764,0.932731
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,85,822,85,0.945783,0.988764,0.932731
