attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.952811,0.938273,0.977528,0.022472,0.977528,0.977528,87,2,2,905,2,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.852410,0.841819,0.921348,0.078652,0.942529,0.931818,82,7,5,902,5,0.101406,0.056180,0.100402
fgsm,legacy,0.005000,n/a,n/a,0.647590,0.631631,0.719101,0.280899,0.831169,0.771084,64,25,13,894,13,0.306225,0.258427,0.305221
fgsm,legacy,0.007500,n/a,n/a,0.393574,0.370554,0.404494,0.595506,0.537313,0.461538,36,53,31,876,31,0.560241,0.573034,0.559237
fgsm,legacy,0.010000,n/a,n/a,0.245984,0.224700,0.224719,0.775281,0.322581,0.264901,20,69,42,865,42,0.708835,0.752809,0.706827
fgsm,legacy,0.012500,n/a,n/a,0.142570,0.120314,0.112360,0.887640,0.166667,0.134228,10,79,50,857,50,0.812249,0.865169,0.810241
fgsm,legacy,0.015000,n/a,n/a,0.096386,0.074517,0.056180,0.943820,0.084746,0.067568,5,84,54,853,54,0.858434,0.921348,0.856426
fgsm,legacy,0.017500,n/a,n/a,0.061245,0.047449,0.022472,0.977528,0.033898,0.027027,2,87,57,850,57,0.893574,0.955056,0.891566
fgsm,legacy,0.020000,n/a,n/a,0.043173,0.030642,0.011236,0.988764,0.017857,0.013793,1,88,55,852,55,0.912651,0.966292,0.909639
fgsm,legacy,0.025000,n/a,n/a,0.018072,0.011225,0.011236,0.988764,0.017241,0.013605,1,88,57,850,57,0.939759,0.966292,0.934739
fgsm,legacy,0.030000,n/a,n/a,0.009036,0.004168,0.000000,1.000000,0.000000,0.000000,0,89,58,849,58,0.948795,0.977528,0.943775
fgsm,legacy,0.035000,n/a,n/a,0.006024,0.002792,0.000000,1.000000,0.000000,0.000000,0,89,54,853,54,0.952811,0.977528,0.946787
fgsm,legacy,0.040000,n/a,n/a,0.006024,0.002792,0.000000,1.000000,0.000000,0.000000,0,89,52,855,52,0.951807,0.977528,0.946787
fgsm,legacy,0.045000,n/a,n/a,0.004016,0.001883,0.000000,1.000000,0.000000,0.000000,0,89,49,858,49,0.953815,0.977528,0.948795
fgsm,legacy,0.050000,n/a,n/a,0.004016,0.001902,0.000000,1.000000,0.000000,0.000000,0,89,47,860,47,0.954819,0.977528,0.948795
fgsm,legacy,0.055000,n/a,n/a,0.007028,0.003361,0.000000,1.000000,0.000000,0.000000,0,89,43,864,43,0.951807,0.977528,0.945783
fgsm,legacy,0.060000,n/a,n/a,0.008032,0.003948,0.000000,1.000000,0.000000,0.000000,0,89,31,876,31,0.950803,0.977528,0.944779
fgsm,legacy,0.075000,n/a,n/a,0.021084,0.018042,0.000000,1.000000,0.000000,0.000000,0,89,8,899,8,0.943775,0.977528,0.931727
