epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.801970,0.285786,1.784255,0.294355,0.064976
2,1.786476,0.294607,1.781278,0.294355,0.064976
3,1.750930,0.311240,1.626853,0.413306,0.162649
4,1.498833,0.473034,1.391240,0.506048,0.324790
5,1.197565,0.564264,1.029558,0.655242,0.576019
6,0.996226,0.652470,0.875591,0.711694,0.654458
7,0.804351,0.703629,0.685009,0.745968,0.702782
8,0.632881,0.772429,0.579023,0.818548,0.785159
9,0.546116,0.801663,0.408518,0.850806,0.818169
10,0.485498,0.828125,0.399826,0.858871,0.832206
11,0.381517,0.869456,0.315367,0.913306,0.886964
12,0.301998,0.902218,0.290837,0.913306,0.895403
13,0.270960,0.904738,0.230650,0.929435,0.903624
14,0.226474,0.927923,0.199225,0.945565,0.927376
15,0.203865,0.929940,0.198269,0.935484,0.913406
16,0.202720,0.931956,0.198833,0.935484,0.925339
17,0.132086,0.958921,0.157616,0.945565,0.928369
18,0.123954,0.963458,0.193095,0.933468,0.918286
19,0.104817,0.967238,0.167949,0.943548,0.916795
20,0.127218,0.955141,0.164916,0.937500,0.915358
21,0.118822,0.961946,0.119054,0.961694,0.946704
22,0.117085,0.958165,0.139022,0.953629,0.936032
23,0.087629,0.973790,0.149765,0.943548,0.927401
24,0.077609,0.975806,0.144397,0.953629,0.931253
25,0.053354,0.983367,0.119747,0.965726,0.952287
26,0.052705,0.984375,0.096091,0.963710,0.952738
27,0.054076,0.981099,0.100389,0.973790,0.960313
28,0.061351,0.981603,0.087266,0.969758,0.961255
29,0.038752,0.989163,0.083288,0.979839,0.967734
30,0.046047,0.987147,0.084853,0.975806,0.968363
31,0.033964,0.990171,0.089777,0.967742,0.956769
32,0.046145,0.986391,0.148207,0.957661,0.942624
33,0.034160,0.990675,0.102322,0.969758,0.959097
34,0.029151,0.992188,0.107688,0.967742,0.953829
35,0.027237,0.991431,0.089181,0.969758,0.958673
36,0.041401,0.986895,0.173689,0.941532,0.932666
37,0.058037,0.981099,0.102448,0.971774,0.961139
38,0.027806,0.992692,0.090569,0.967742,0.957237
39,0.009038,0.998992,0.081873,0.967742,0.950979
40,0.008541,0.998740,0.064146,0.975806,0.968625
41,0.005367,1.000000,0.058708,0.983871,0.974925
42,0.004930,0.999748,0.060041,0.979839,0.972994
43,0.003852,0.999748,0.064848,0.975806,0.963992
44,0.004272,0.999496,0.072129,0.971774,0.966558
45,0.004767,0.999748,0.066679,0.973790,0.965876
46,0.003110,1.000000,0.083765,0.969758,0.960832
47,0.002827,1.000000,0.083911,0.973790,0.962081
48,0.002042,1.000000,0.073052,0.977823,0.967081
49,0.001721,1.000000,0.062953,0.981855,0.972469
50,0.001596,1.000000,0.070505,0.979839,0.971391
51,0.001444,1.000000,0.075521,0.979839,0.971391
52,0.001317,1.000000,0.072757,0.977823,0.971090
53,0.001421,1.000000,0.075304,0.973790,0.964743
54,0.001087,1.000000,0.075226,0.977823,0.969486
55,0.001085,1.000000,0.088192,0.973790,0.963865
56,0.001144,1.000000,0.077843,0.975806,0.967497
57,0.001000,1.000000,0.081914,0.975806,0.967497
58,0.000863,1.000000,0.088226,0.973790,0.963317
59,0.003302,0.999496,0.090986,0.969758,0.958993
60,0.205308,0.934476,0.204496,0.945565,0.925628
61,0.086356,0.969758,0.116947,0.961694,0.950296
