metric,value
run_name,converged_seed45
best_epoch,55
epochs_run,75
max_epochs,200
early_stopped,True
best_val_macro_f1,0.977370
best_val_accuracy,0.985887
best_val_loss,0.064037
best_train_accuracy,1.000000
best_train_loss,0.000558
test_loss,0.177488
test_accuracy,0.968000
test_macro_f1,0.954027
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.977778
fall_f1,0.977778
elapsed_seconds,762.905529
