metric,value
run_name,converged_seed44
best_epoch,82
epochs_run,102
max_epochs,200
early_stopped,True
best_val_macro_f1,0.972903
best_val_accuracy,0.979839
best_val_loss,0.095164
best_train_accuracy,1.000000
best_train_loss,0.000254
test_loss,0.243315
test_accuracy,0.964000
test_macro_f1,0.943236
fall_recall,1.000000
missed_fall_rate,0.000000
fall_precision,0.978261
fall_f1,0.989011
elapsed_seconds,689.127475
