class_index,class_name,precision,recall,f1,support
0,lie down,0.983607,0.909091,0.944882,66
1,fall,1.000000,0.955556,0.977273,45
2,walk,0.993243,1.000000,0.996610,147
3,pickup,0.942308,0.980000,0.960784,50
4,run,1.000000,0.991736,0.995851,121
5,sit down,0.948718,0.925000,0.936709,40
6,stand up,0.783784,0.935484,0.852941,31
