metric,value
run_name,converged_seed46
best_epoch,66
epochs_run,86
max_epochs,200
early_stopped,True
best_val_macro_f1,0.975393
best_val_accuracy,0.983871
best_val_loss,0.083825
best_train_accuracy,1.000000
best_train_loss,0.000196
test_loss,0.173913
test_accuracy,0.970000
test_macro_f1,0.957108
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.977778
fall_f1,0.977778
elapsed_seconds,593.588387
