epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.802362,0.292591,1.781861,0.294355,0.064976
2,1.680146,0.360887,1.562135,0.417339,0.222016
3,1.377581,0.500756,1.239691,0.538306,0.408661
4,1.133749,0.585433,1.059842,0.588710,0.507473
5,0.951781,0.652470,0.827982,0.687500,0.646902
6,0.749885,0.731855,0.600551,0.800403,0.770544
7,0.609751,0.784274,0.544525,0.788306,0.758556
8,0.520617,0.819304,0.474435,0.824597,0.793747
9,0.447982,0.846270,0.374448,0.862903,0.838395
10,0.370644,0.871220,0.305664,0.901210,0.877969
11,0.312942,0.892893,0.328157,0.883065,0.843915
12,0.274124,0.904486,0.272892,0.903226,0.883457
13,0.216425,0.927419,0.237753,0.909274,0.878637
14,0.186526,0.942036,0.251209,0.911290,0.887171
15,0.164149,0.945565,0.209269,0.933468,0.924427
16,0.158181,0.947833,0.224734,0.917339,0.902141
17,0.120255,0.960685,0.178116,0.929435,0.902325
18,0.107493,0.967490,0.150724,0.941532,0.920728
19,0.104273,0.963962,0.216171,0.923387,0.905736
20,0.095179,0.968246,0.135497,0.951613,0.927680
21,0.079515,0.976058,0.169009,0.939516,0.930934
22,0.077273,0.977823,0.185440,0.937500,0.912141
23,0.067997,0.977571,0.151421,0.953629,0.945385
24,0.051465,0.985635,0.158493,0.951613,0.935384
25,0.049305,0.982359,0.110346,0.961694,0.946511
26,0.051842,0.984123,0.096980,0.971774,0.962428
27,0.042600,0.987147,0.111650,0.965726,0.951921
28,0.059427,0.981855,0.075937,0.963710,0.953422
29,0.026824,0.991431,0.101899,0.957661,0.940229
30,0.034169,0.989163,0.117674,0.963710,0.953018
31,0.029427,0.991935,0.073778,0.973790,0.961463
32,0.031258,0.990927,0.120128,0.957661,0.944446
33,0.060480,0.978831,0.150711,0.949597,0.938460
34,0.080319,0.972530,0.087779,0.967742,0.954567
35,0.017203,0.996724,0.080121,0.973790,0.957438
36,0.010808,0.996724,0.066057,0.975806,0.962309
37,0.006115,0.999244,0.087832,0.973790,0.962406
38,0.013201,0.996724,0.105443,0.973790,0.960256
39,0.009209,0.998740,0.078500,0.977823,0.970010
40,0.006681,0.998992,0.072694,0.979839,0.970182
41,0.019915,0.994708,0.088378,0.971774,0.963364
42,0.040109,0.989667,0.114338,0.959677,0.944915
43,0.034254,0.988911,0.189995,0.941532,0.931687
44,0.078299,0.976562,0.169599,0.945565,0.915725
45,0.032047,0.988911,0.091009,0.963710,0.948487
46,0.015626,0.996220,0.096717,0.969758,0.963353
47,0.018360,0.994708,0.115491,0.971774,0.962589
48,0.007215,0.997732,0.084372,0.971774,0.956147
49,0.004361,0.999496,0.069614,0.977823,0.967895
50,0.001327,1.000000,0.061248,0.979839,0.969122
51,0.000863,1.000000,0.064116,0.981855,0.972197
52,0.000734,1.000000,0.061360,0.983871,0.974809
53,0.000723,1.000000,0.062165,0.983871,0.974809
54,0.000608,1.000000,0.063573,0.983871,0.974809
55,0.000558,1.000000,0.064037,0.985887,0.977370
56,0.000508,1.000000,0.064972,0.981855,0.972794
57,0.000479,1.000000,0.063421,0.985887,0.977370
58,0.000446,1.000000,0.064711,0.983871,0.974809
59,0.000406,1.000000,0.065321,0.985887,0.977370
60,0.000387,1.000000,0.066080,0.981855,0.972794
61,0.000363,1.000000,0.066858,0.983871,0.975354
62,0.000344,1.000000,0.066041,0.985887,0.977370
63,0.000326,1.000000,0.067380,0.985887,0.977370
64,0.000315,1.000000,0.066942,0.983871,0.975354
65,0.000293,1.000000,0.066712,0.985887,0.977370
66,0.000274,1.000000,0.068693,0.983871,0.975354
67,0.000259,1.000000,0.067672,0.985887,0.977370
68,0.000246,1.000000,0.068973,0.985887,0.977370
69,0.000227,1.000000,0.067922,0.983871,0.974809
70,0.000219,1.000000,0.068636,0.985887,0.977370
71,0.000223,1.000000,0.070024,0.985887,0.977370
72,0.000198,1.000000,0.069421,0.985887,0.977370
73,0.000188,1.000000,0.069233,0.983871,0.975354
74,0.000180,1.000000,0.071145,0.983871,0.975354
75,0.000174,1.000000,0.071214,0.985887,0.977370
