epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.806381,0.276966,1.782919,0.298387,0.105684
2,1.756994,0.325101,1.689207,0.328629,0.120173
3,1.551899,0.421623,1.416958,0.453629,0.326652
4,1.248524,0.540827,1.225123,0.546371,0.428816
5,1.017092,0.626512,0.971910,0.659274,0.597709
6,0.865703,0.696321,0.820422,0.737903,0.667206
7,0.719964,0.747984,0.738520,0.756048,0.719734
8,0.658966,0.771421,0.697948,0.774194,0.721954
9,0.573408,0.798639,0.472907,0.840726,0.808464
10,0.433836,0.846522,0.403017,0.870968,0.844589
11,0.391392,0.866935,0.365800,0.881048,0.859449
12,0.351796,0.872984,0.257653,0.923387,0.899770
13,0.279640,0.905242,0.328125,0.868952,0.836195
14,0.220802,0.929183,0.186130,0.937500,0.915836
15,0.191072,0.941784,0.326096,0.866935,0.831953
16,0.176629,0.943044,0.173249,0.955645,0.942584
17,0.144049,0.949093,0.206149,0.935484,0.912682
18,0.118504,0.964970,0.164589,0.949597,0.930429
19,0.101431,0.968246,0.148664,0.955645,0.938422
20,0.085850,0.974798,0.112086,0.965726,0.951832
21,0.085430,0.972530,0.114116,0.965726,0.951392
22,0.094153,0.966986,0.101184,0.965726,0.954171
23,0.049304,0.986139,0.085806,0.969758,0.955734
24,0.054314,0.981351,0.107315,0.963710,0.951056
25,0.047933,0.985887,0.070760,0.977823,0.969360
26,0.027425,0.994708,0.103986,0.963710,0.949041
27,0.036365,0.987903,0.075156,0.971774,0.959505
28,0.040164,0.986391,0.177371,0.943548,0.917580
29,0.122307,0.955645,0.147958,0.957661,0.939258
30,0.055671,0.984627,0.137545,0.949597,0.937647
31,0.061871,0.978831,0.092887,0.973790,0.966887
32,0.044101,0.985635,0.084177,0.961694,0.950559
33,0.034580,0.990927,0.073190,0.977823,0.966255
34,0.019298,0.995212,0.067350,0.979839,0.967405
35,0.008649,0.998740,0.094155,0.965726,0.954772
36,0.065511,0.980343,0.132785,0.949597,0.936230
37,0.059441,0.984123,0.113854,0.957661,0.948712
38,0.015448,0.996976,0.054115,0.987903,0.980878
39,0.007323,0.998236,0.069226,0.975806,0.969786
40,0.011523,0.996472,0.043119,0.983871,0.974983
41,0.003796,0.999748,0.045859,0.987903,0.982186
42,0.004567,0.999496,0.052754,0.979839,0.971862
43,0.003391,0.999748,0.036859,0.985887,0.976061
44,0.001756,1.000000,0.043129,0.983871,0.975206
45,0.001284,1.000000,0.039571,0.989919,0.982974
46,0.002205,0.999748,0.042347,0.985887,0.977680
47,0.001309,1.000000,0.039849,0.985887,0.977680
48,0.001102,1.000000,0.038710,0.985887,0.977680
49,0.000947,1.000000,0.041613,0.983871,0.973547
50,0.000910,1.000000,0.037209,0.985887,0.979116
51,0.000837,1.000000,0.039058,0.985887,0.977680
52,0.000704,1.000000,0.036951,0.985887,0.979116
53,0.000723,1.000000,0.040158,0.985887,0.979114
54,0.000742,1.000000,0.040046,0.985887,0.979116
55,0.000651,1.000000,0.040558,0.987903,0.980195
56,0.000659,1.000000,0.040733,0.987903,0.980459
57,0.000579,1.000000,0.038398,0.987903,0.980195
58,0.000539,1.000000,0.040621,0.985887,0.976061
59,0.000495,1.000000,0.038283,0.985887,0.979116
60,0.000441,1.000000,0.039426,0.987903,0.980195
61,0.000458,1.000000,0.041702,0.987903,0.980195
62,0.000414,1.000000,0.040740,0.985887,0.979116
63,0.000408,1.000000,0.041396,0.987903,0.980195
64,0.002381,0.999244,0.070742,0.975806,0.962479
65,0.382247,0.892137,0.267835,0.903226,0.881423
