metric,value
run_name,converged_seed43
best_epoch,45
epochs_run,65
max_epochs,200
early_stopped,True
best_val_macro_f1,0.982974
best_val_accuracy,0.989919
best_val_loss,0.039571
best_train_accuracy,1.000000
best_train_loss,0.001284
test_loss,0.155449
test_accuracy,0.978000
test_macro_f1,0.966770
fall_recall,0.977778
missed_fall_rate,0.022222
fall_precision,0.977778
fall_f1,0.977778
elapsed_seconds,447.479419
