TP,FN,FP,TN,n_fall,n_nonfall,fall_recall,missed_fall_rate,false_alarm_rate,fall_precision,fall_f1,binary_accuracy,system,attack,alpha,tau
44,1,24,431,45,455,0.9777777777777777,0.022222222222222254,0.05274725274725275,0.6470588235294118,0.7787610619469026,0.95,f_R_alone_argmax,clean,1.0,
41,4,15,440,45,455,0.9111111111111111,0.0888888888888889,0.03296703296703297,0.7321428571428571,0.8118811881188118,0.962,f_B_alone_argmax,clean,0.0,
43,2,28,427,45,455,0.9555555555555556,0.0444444444444444,0.06153846153846154,0.6056338028169014,0.7413793103448275,0.94,DS_SGE_gate,clean,0.03,0.16
