attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.921687,0.909354,0.932584,0.067416,0.943182,0.937853,83,6,5,902,5,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.843373,0.828704,0.876404,0.123596,0.886364,0.881356,78,11,10,897,10,0.082329,0.056180,0.078313
pgd,legacy,0.005000,10,0.000833,0.720884,0.695926,0.741573,0.258427,0.825000,0.781065,66,23,14,893,14,0.205823,0.191011,0.200803
pgd,legacy,0.007500,10,0.001250,0.553213,0.523918,0.438202,0.561798,0.629032,0.516556,39,50,23,884,23,0.375502,0.494382,0.368474
pgd,legacy,0.010000,10,0.001667,0.412651,0.357513,0.202247,0.797753,0.360000,0.258993,18,71,32,875,32,0.516064,0.730337,0.509036
pgd,legacy,0.012500,10,0.002083,0.307229,0.251615,0.067416,0.932584,0.107143,0.082759,6,83,50,857,50,0.625502,0.865169,0.614458
pgd,legacy,0.015000,10,0.002500,0.217871,0.175661,0.022472,0.977528,0.028571,0.025157,2,87,68,839,68,0.714859,0.910112,0.703815
pgd,legacy,0.017500,10,0.002917,0.147590,0.113507,0.011236,0.988764,0.011765,0.011494,1,88,84,823,84,0.786145,0.921348,0.774096
pgd,legacy,0.020000,10,0.003333,0.101406,0.076865,0.011236,0.988764,0.010526,0.010870,1,88,94,813,94,0.832329,0.921348,0.820281
pgd,legacy,0.025000,10,0.004167,0.041165,0.029434,0.000000,1.000000,0.000000,0.000000,0,89,107,800,107,0.894578,0.932584,0.880522
pgd,legacy,0.030000,10,0.005000,0.017068,0.013656,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.920683,0.932584,0.904618
pgd,legacy,0.035000,10,0.005833,0.008032,0.004964,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.928715,0.932584,0.913655
pgd,legacy,0.040000,10,0.006667,0.002008,0.001193,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.934739,0.932584,0.919679
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.937751,0.932584,0.921687
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.937751,0.932584,0.921687
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,118,789,118,0.938755,0.932584,0.921687
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,117,790,117,0.939759,0.932584,0.921687
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.937751,0.932584,0.921687
