metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.927711
clean_macro_f1,0.909926
clean_fall_recall,0.943820
attack_accuracy,0.166667
attack_macro_f1,0.106550
fall_recall,0.011236
missed_fall_rate,0.988764
fall_precision,0.016667
fall_f1,0.013423
fall_true_positive,1
fall_false_negative,88
fall_false_positive,59
fall_true_negative,848
false_fall_alarm_count,59
prediction_change_rate,0.781124
