attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.891566,0.874728,0.910112,0.089888,0.910112,0.910112,81,8,8,899,8,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.800201,0.785184,0.853933,0.146067,0.873563,0.863636,76,13,11,896,11,0.100402,0.056180,0.091365
pgd,legacy,0.005000,10,0.000833,0.663655,0.645836,0.730337,0.269663,0.783133,0.755814,65,24,18,889,18,0.240964,0.179775,0.227912
pgd,legacy,0.007500,10,0.001250,0.543173,0.506152,0.483146,0.516854,0.573333,0.524390,43,46,32,875,32,0.367470,0.426966,0.348394
pgd,legacy,0.010000,10,0.001667,0.415663,0.378890,0.269663,0.730337,0.328767,0.296296,24,65,49,858,49,0.494980,0.640449,0.475904
pgd,legacy,0.012500,10,0.002083,0.310241,0.272193,0.168539,0.831461,0.185185,0.176471,15,74,66,841,66,0.601406,0.741573,0.581325
pgd,legacy,0.015000,10,0.002500,0.231928,0.199401,0.078652,0.921348,0.079545,0.079096,7,82,81,826,81,0.681727,0.831461,0.659639
pgd,legacy,0.017500,10,0.002917,0.174699,0.151647,0.044944,0.955056,0.042105,0.043478,4,85,91,816,91,0.738956,0.865169,0.716867
pgd,legacy,0.020000,10,0.003333,0.138554,0.121696,0.033708,0.966292,0.029412,0.031414,3,86,99,808,99,0.775100,0.876404,0.753012
pgd,legacy,0.025000,10,0.004167,0.077309,0.069053,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.837349,0.910112,0.814257
pgd,legacy,0.030000,10,0.005000,0.059237,0.056305,0.000000,1.000000,0.000000,0.000000,0,89,113,794,113,0.856426,0.910112,0.832329
pgd,legacy,0.035000,10,0.005833,0.034137,0.030234,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.885542,0.910112,0.857430
pgd,legacy,0.040000,10,0.006667,0.024096,0.021961,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.895582,0.910112,0.867470
pgd,legacy,0.045000,10,0.007500,0.009036,0.006140,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.913655,0.910112,0.882530
pgd,legacy,0.050000,10,0.008333,0.006024,0.004260,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.916667,0.910112,0.885542
pgd,legacy,0.055000,10,0.009167,0.005020,0.003797,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.918675,0.910112,0.886546
pgd,legacy,0.060000,10,0.010000,0.004016,0.001905,0.000000,1.000000,0.000000,0.000000,0,89,114,793,114,0.919679,0.910112,0.887550
pgd,legacy,0.075000,10,0.012500,0.001004,0.000474,0.000000,1.000000,0.000000,0.000000,0,89,106,801,106,0.930723,0.910112,0.890562
