metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.917671
clean_macro_f1,0.898058
clean_fall_recall,0.887640
attack_accuracy,0.186747
attack_macro_f1,0.175543
fall_recall,0.022472
missed_fall_rate,0.977528
fall_precision,0.027397
fall_f1,0.024691
fall_true_positive,2
fall_false_negative,87
fall_false_positive,71
fall_true_negative,836
false_fall_alarm_count,71
prediction_change_rate,0.757028
