attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.927711,0.909926,0.943820,0.056180,0.913043,0.928177,84,5,8,899,8,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.835341,0.806758,0.887640,0.112360,0.877778,0.882682,79,10,11,896,11,0.096386,0.056180,0.092369
pgd,legacy,0.005000,10,0.000833,0.677711,0.645557,0.741573,0.258427,0.725275,0.733333,66,23,25,882,25,0.256024,0.202247,0.250000
pgd,legacy,0.007500,10,0.001250,0.483936,0.449669,0.516854,0.483146,0.484211,0.500000,46,43,49,858,49,0.451807,0.426966,0.443775
pgd,legacy,0.010000,10,0.001667,0.315261,0.281722,0.292135,0.707865,0.282609,0.287293,26,63,66,841,66,0.620482,0.651685,0.612450
pgd,legacy,0.012500,10,0.002083,0.196787,0.172187,0.168539,0.831461,0.170455,0.169492,15,74,73,834,73,0.739960,0.775281,0.730924
pgd,legacy,0.015000,10,0.002500,0.120482,0.099257,0.056180,0.943820,0.060976,0.058480,5,84,77,830,77,0.822289,0.887640,0.807229
pgd,legacy,0.017500,10,0.002917,0.076305,0.061261,0.033708,0.966292,0.034091,0.033898,3,86,85,822,85,0.866466,0.910112,0.851406
pgd,legacy,0.020000,10,0.003333,0.044177,0.036239,0.022472,0.977528,0.021978,0.022222,2,87,89,818,89,0.899598,0.921348,0.883534
pgd,legacy,0.025000,10,0.004167,0.016064,0.011294,0.000000,1.000000,0.000000,0.000000,0,89,85,822,85,0.929719,0.943820,0.911647
pgd,legacy,0.030000,10,0.005000,0.008032,0.004987,0.000000,1.000000,0.000000,0.000000,0,89,84,823,84,0.939759,0.943820,0.919679
pgd,legacy,0.035000,10,0.005833,0.001004,0.000463,0.000000,1.000000,0.000000,0.000000,0,89,82,825,82,0.946787,0.943820,0.926707
pgd,legacy,0.040000,10,0.006667,0.001004,0.000455,0.000000,1.000000,0.000000,0.000000,0,89,82,825,82,0.944779,0.943820,0.926707
pgd,legacy,0.045000,10,0.007500,0.002008,0.001364,0.000000,1.000000,0.000000,0.000000,0,89,74,833,74,0.946787,0.943820,0.925703
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,69,838,69,0.950803,0.943820,0.927711
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,69,838,69,0.950803,0.943820,0.927711
pgd,legacy,0.060000,10,0.010000,0.001004,0.000592,0.000000,1.000000,0.000000,0.000000,0,89,65,842,65,0.952811,0.943820,0.926707
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,53,854,53,0.955823,0.943820,0.927711
