seed,status,clean_accuracy,clean_fall_recall,best_epoch,note
42,clean_qualified,0.904000,0.933333,116,seed-42 cross-architecture pilot; converged (early-stopped); included in GRU clean-qualified evidence
43,clean_qualified,0.904000,0.911111,151,converged (early-stopped); PASS clean gate; included in GRU clean-qualified evidence
44,clean_qualified,0.932000,0.911111,150,converged (early-stopped); PASS clean gate; included in GRU clean-qualified evidence
45,clean_qualified,0.920000,0.933333,124,converged (early-stopped; val_loss 0.190 healthy); PASS strict clean gate (GRU seed 45 trains fine unlike ResNet18 seed 45); included in GRU clean-qualified evidence
46,clean_qualified,0.872000,0.911111,90,converged (early-stopped; val_loss 0.295 healthy); PASS strict clean gate; lowest clean accuracy of GRU seeds but non-trivial 7-class classifier; included in GRU clean-qualified evidence
