class_index,class_name,precision,recall,f1,support
0,lie down,0.919355,0.863636,0.890625,66
1,fall,0.954545,0.933333,0.943820,45
2,walk,0.916667,0.972789,0.943894,147
3,pickup,0.803571,0.900000,0.849057,50
4,run,0.939655,0.900826,0.919831,121
5,sit down,0.868421,0.825000,0.846154,40
6,stand up,0.821429,0.741935,0.779661,31
