metric,value
run_name,gru_seed45
best_epoch,124
epochs_run,144
max_epochs,200
early_stopped,True
best_val_macro_f1,0.927379
best_val_accuracy,0.935484
best_val_loss,0.190472
best_train_accuracy,0.960938
best_train_loss,0.125335
test_loss,0.219804
test_accuracy,0.920000
test_macro_f1,0.892196
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.875000
fall_f1,0.903226
elapsed_seconds,919.724115
