metric,value
run_name,gru_seed42
best_epoch,116
epochs_run,136
max_epochs,200
early_stopped,True
best_val_macro_f1,0.937545
best_val_accuracy,0.939516
best_val_loss,0.188462
best_train_accuracy,0.931956
best_train_loss,0.194918
test_loss,0.294662
test_accuracy,0.904000
test_macro_f1,0.881863
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.954545
fall_f1,0.943820
elapsed_seconds,1074.860706
