metric,value
run_name,gru_seed46
best_epoch,90
epochs_run,110
max_epochs,200
early_stopped,True
best_val_macro_f1,0.904980
best_val_accuracy,0.911290
best_val_loss,0.295345
best_train_accuracy,0.915071
best_train_loss,0.255044
test_loss,0.390444
test_accuracy,0.872000
test_macro_f1,0.844974
fall_recall,0.911111
missed_fall_rate,0.088889
fall_precision,0.891304
fall_f1,0.901099
elapsed_seconds,586.050423
