attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.921687,0.909354,0.932584,0.067416,0.943182,0.937853,83,6,5,902,5,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.848394,0.835215,0.887640,0.112360,0.887640,0.887640,79,10,10,897,10,0.076305,0.044944,0.073293
fgsm,legacy,0.005000,n/a,n/a,0.763052,0.749059,0.786517,0.213483,0.875000,0.828402,70,19,10,897,10,0.166667,0.146067,0.158635
fgsm,legacy,0.007500,n/a,n/a,0.653614,0.631649,0.573034,0.426966,0.784615,0.662338,51,38,14,893,14,0.276104,0.359551,0.268072
fgsm,legacy,0.010000,n/a,n/a,0.543173,0.500774,0.314607,0.685393,0.622222,0.417910,28,61,17,890,17,0.387550,0.617978,0.378514
fgsm,legacy,0.012500,n/a,n/a,0.459839,0.408341,0.202247,0.797753,0.428571,0.274809,18,71,24,883,24,0.472892,0.730337,0.461847
fgsm,legacy,0.015000,n/a,n/a,0.388554,0.325260,0.123596,0.876404,0.207547,0.154930,11,78,42,865,42,0.544177,0.808989,0.533133
fgsm,legacy,0.017500,n/a,n/a,0.329317,0.264762,0.056180,0.943820,0.080645,0.066225,5,84,57,850,57,0.602410,0.876404,0.592369
fgsm,legacy,0.020000,n/a,n/a,0.271084,0.216745,0.033708,0.966292,0.039474,0.036364,3,86,73,834,73,0.661647,0.898876,0.650602
fgsm,legacy,0.025000,n/a,n/a,0.191767,0.144386,0.022472,0.977528,0.021739,0.022099,2,87,90,817,90,0.745984,0.910112,0.729920
fgsm,legacy,0.030000,n/a,n/a,0.134538,0.095112,0.011236,0.988764,0.009615,0.010363,1,88,103,804,103,0.807229,0.921348,0.787149
fgsm,legacy,0.035000,n/a,n/a,0.106426,0.073217,0.000000,1.000000,0.000000,0.000000,0,89,108,799,108,0.835341,0.932584,0.815261
fgsm,legacy,0.040000,n/a,n/a,0.090361,0.059664,0.000000,1.000000,0.000000,0.000000,0,89,108,799,108,0.852410,0.932584,0.831325
fgsm,legacy,0.045000,n/a,n/a,0.079317,0.051454,0.000000,1.000000,0.000000,0.000000,0,89,104,803,104,0.869478,0.932584,0.842369
fgsm,legacy,0.050000,n/a,n/a,0.076305,0.045779,0.000000,1.000000,0.000000,0.000000,0,89,104,803,104,0.873494,0.932584,0.845382
fgsm,legacy,0.055000,n/a,n/a,0.073293,0.043531,0.000000,1.000000,0.000000,0.000000,0,89,102,805,102,0.884538,0.932584,0.848394
fgsm,legacy,0.060000,n/a,n/a,0.080321,0.045986,0.000000,1.000000,0.000000,0.000000,0,89,98,809,98,0.877510,0.932584,0.841365
fgsm,legacy,0.075000,n/a,n/a,0.092369,0.052270,0.000000,1.000000,0.000000,0.000000,0,89,99,808,99,0.873494,0.932584,0.829317
