epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.779819,0.289062,1.732692,0.360887,0.143447
2,1.639757,0.379788,1.552888,0.461694,0.307112
3,1.515760,0.457409,1.488917,0.449597,0.282060
4,1.434423,0.478327,1.419705,0.510081,0.371061
5,1.383021,0.509829,1.330664,0.534274,0.401548
6,1.341015,0.515121,1.317710,0.514113,0.380684
7,1.268462,0.546371,1.246121,0.558468,0.491869
8,1.206237,0.566280,1.144713,0.578629,0.518169
9,1.115221,0.594506,1.098778,0.616935,0.534346
10,1.102578,0.602823,1.116270,0.576613,0.506699
11,1.097460,0.608619,1.040018,0.627016,0.549360
12,1.040924,0.621220,0.953445,0.649194,0.560010
13,1.055571,0.618700,1.106120,0.562500,0.466611
14,0.940480,0.665323,0.878783,0.675403,0.630126
15,0.935018,0.654990,0.882304,0.679435,0.647567
16,0.941074,0.660534,0.939699,0.629032,0.586700
17,0.930678,0.661794,0.815380,0.705645,0.685188
18,0.835421,0.694808,0.814916,0.681452,0.650696
19,0.834568,0.694808,0.787334,0.729839,0.708051
20,0.805424,0.706905,0.805371,0.693548,0.671239
21,0.798068,0.704133,0.731212,0.723790,0.709610
22,0.876425,0.676663,0.784832,0.701613,0.679070
23,0.806329,0.701613,0.730819,0.727823,0.702391
24,0.739966,0.722782,0.684481,0.741935,0.728081
25,0.720363,0.732107,0.862445,0.643145,0.541864
26,0.768780,0.719002,0.758229,0.705645,0.698926
27,0.685760,0.744708,0.649813,0.745968,0.741278
28,0.675784,0.753780,0.621206,0.764113,0.762861
29,0.663592,0.756048,0.655223,0.739919,0.702048
30,0.683580,0.746220,0.648772,0.760081,0.741916
31,0.717798,0.731351,0.739130,0.750000,0.724269
32,0.651050,0.760837,0.701787,0.729839,0.716563
33,0.619216,0.775454,0.620614,0.792339,0.790781
34,0.643042,0.762601,0.678022,0.733871,0.714946
35,0.651099,0.755796,0.565674,0.790323,0.779843
36,0.580766,0.790827,0.582134,0.778226,0.775243
37,0.647131,0.770413,0.688800,0.737903,0.706346
38,0.608098,0.771673,0.671964,0.774194,0.760821
39,0.553677,0.800655,0.618252,0.762097,0.758014
40,0.624733,0.766633,0.676969,0.756048,0.746500
41,0.538949,0.807208,0.492056,0.818548,0.813849
42,0.511700,0.819052,0.610668,0.782258,0.785252
43,0.506280,0.816280,0.618121,0.760081,0.744410
44,0.526593,0.812248,0.632817,0.764113,0.762886
45,0.522961,0.806200,0.558497,0.782258,0.764815
46,0.495927,0.822581,0.481207,0.834677,0.825752
47,0.478553,0.830645,0.496010,0.812500,0.820841
48,0.449593,0.847782,0.571740,0.780242,0.756083
49,0.482550,0.823337,0.694603,0.745968,0.713000
50,0.556402,0.804688,0.743522,0.770161,0.737513
51,0.492732,0.824345,0.492382,0.828629,0.824554
52,0.460205,0.837954,0.482154,0.846774,0.836236
53,0.422929,0.850050,0.419111,0.846774,0.847879
54,0.478056,0.825605,0.463890,0.824597,0.821918
55,0.402672,0.858115,0.417125,0.838710,0.837292
56,0.392266,0.859879,0.443515,0.842742,0.834057
57,0.443655,0.838710,0.559590,0.796371,0.793760
58,0.394221,0.864163,0.374279,0.866935,0.852526
59,0.381690,0.865171,0.376418,0.868952,0.865613
60,0.351388,0.877016,0.412923,0.854839,0.857452
61,0.365378,0.873488,0.419422,0.850806,0.830091
62,0.379810,0.865423,0.487248,0.812500,0.787122
63,0.361642,0.876260,0.436199,0.854839,0.829574
64,0.379129,0.864415,0.427672,0.832661,0.818148
65,0.378173,0.869204,0.442972,0.852823,0.842335
66,0.315145,0.887853,0.472406,0.838710,0.819281
67,0.352442,0.873488,0.367729,0.881048,0.876985
