attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.917671,0.898058,0.887640,0.112360,0.897727,0.892655,79,10,9,898,9,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.827309,0.795179,0.786517,0.213483,0.813953,0.800000,70,19,16,891,16,0.095382,0.101124,0.090361
fgsm,legacy,0.005000,n/a,n/a,0.732932,0.701414,0.685393,0.314607,0.743902,0.713450,61,28,21,886,21,0.191767,0.202247,0.184739
fgsm,legacy,0.007500,n/a,n/a,0.648594,0.600413,0.528090,0.471910,0.635135,0.576687,47,42,27,880,27,0.282129,0.359551,0.269076
fgsm,legacy,0.010000,n/a,n/a,0.561245,0.510678,0.359551,0.640449,0.516129,0.423841,32,57,30,877,30,0.371486,0.528090,0.356426
fgsm,legacy,0.012500,n/a,n/a,0.473896,0.419835,0.213483,0.786517,0.372549,0.271429,19,70,32,875,32,0.457831,0.674157,0.443775
fgsm,legacy,0.015000,n/a,n/a,0.405622,0.360716,0.146067,0.853933,0.282609,0.192593,13,76,33,874,33,0.527108,0.741573,0.512048
fgsm,legacy,0.017500,n/a,n/a,0.354418,0.319386,0.123596,0.876404,0.244444,0.164179,11,78,34,873,34,0.580321,0.764045,0.563253
fgsm,legacy,0.020000,n/a,n/a,0.310241,0.284983,0.101124,0.898876,0.183673,0.130435,9,80,40,867,40,0.626506,0.786517,0.607430
fgsm,legacy,0.025000,n/a,n/a,0.244980,0.223132,0.056180,0.943820,0.081967,0.066667,5,84,56,851,56,0.697791,0.831461,0.672691
fgsm,legacy,0.030000,n/a,n/a,0.186747,0.175543,0.022472,0.977528,0.027397,0.024691,2,87,71,836,71,0.757028,0.865169,0.730924
fgsm,legacy,0.035000,n/a,n/a,0.157631,0.142413,0.000000,1.000000,0.000000,0.000000,0,89,78,829,78,0.786145,0.887640,0.760040
fgsm,legacy,0.040000,n/a,n/a,0.124498,0.114998,0.000000,1.000000,0.000000,0.000000,0,89,81,826,81,0.819277,0.887640,0.793173
fgsm,legacy,0.045000,n/a,n/a,0.108434,0.097586,0.000000,1.000000,0.000000,0.000000,0,89,84,823,84,0.836345,0.887640,0.809237
fgsm,legacy,0.050000,n/a,n/a,0.092369,0.080289,0.000000,1.000000,0.000000,0.000000,0,89,84,823,84,0.851406,0.887640,0.825301
fgsm,legacy,0.055000,n/a,n/a,0.087349,0.068496,0.000000,1.000000,0.000000,0.000000,0,89,81,826,81,0.861446,0.887640,0.830321
fgsm,legacy,0.060000,n/a,n/a,0.083333,0.064939,0.000000,1.000000,0.000000,0.000000,0,89,79,828,79,0.866466,0.887640,0.834337
fgsm,legacy,0.075000,n/a,n/a,0.070281,0.045678,0.000000,1.000000,0.000000,0.000000,0,89,77,830,77,0.884538,0.887640,0.847390
