attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.940763,0.928560,0.910112,0.089888,0.952941,0.931034,81,8,4,903,4,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.861446,0.847546,0.831461,0.168539,0.948718,0.886228,74,15,4,903,4,0.081325,0.078652,0.079317
fgsm,legacy,0.005000,n/a,n/a,0.767068,0.744400,0.674157,0.325843,0.895522,0.769231,60,29,7,900,7,0.178715,0.235955,0.173695
fgsm,legacy,0.007500,n/a,n/a,0.649598,0.606880,0.471910,0.528090,0.792453,0.591549,42,47,11,896,11,0.296185,0.438202,0.291165
fgsm,legacy,0.010000,n/a,n/a,0.550201,0.505609,0.258427,0.741573,0.560976,0.353846,23,66,18,889,18,0.395582,0.651685,0.390562
fgsm,legacy,0.012500,n/a,n/a,0.458835,0.411507,0.123596,0.876404,0.305556,0.176000,11,78,25,882,25,0.488956,0.786517,0.481928
fgsm,legacy,0.015000,n/a,n/a,0.390562,0.341122,0.067416,0.932584,0.187500,0.099174,6,83,26,881,26,0.557229,0.842697,0.550201
fgsm,legacy,0.017500,n/a,n/a,0.329317,0.276106,0.033708,0.966292,0.071429,0.045802,3,86,39,868,39,0.619478,0.876404,0.611446
fgsm,legacy,0.020000,n/a,n/a,0.269076,0.227588,0.011236,0.988764,0.016667,0.013423,1,88,59,848,59,0.680723,0.898876,0.671687
fgsm,legacy,0.025000,n/a,n/a,0.194779,0.154010,0.000000,1.000000,0.000000,0.000000,0,89,66,841,66,0.758032,0.910112,0.745984
fgsm,legacy,0.030000,n/a,n/a,0.148594,0.100507,0.000000,1.000000,0.000000,0.000000,0,89,72,835,72,0.807229,0.910112,0.792169
fgsm,legacy,0.035000,n/a,n/a,0.122490,0.081138,0.000000,1.000000,0.000000,0.000000,0,89,69,838,69,0.832329,0.910112,0.818273
fgsm,legacy,0.040000,n/a,n/a,0.107430,0.069938,0.000000,1.000000,0.000000,0.000000,0,89,68,839,68,0.849398,0.910112,0.833333
fgsm,legacy,0.045000,n/a,n/a,0.097390,0.064290,0.000000,1.000000,0.000000,0.000000,0,89,63,844,63,0.859438,0.910112,0.843373
fgsm,legacy,0.050000,n/a,n/a,0.083333,0.052755,0.000000,1.000000,0.000000,0.000000,0,89,61,846,61,0.876506,0.910112,0.857430
fgsm,legacy,0.055000,n/a,n/a,0.074297,0.044544,0.000000,1.000000,0.000000,0.000000,0,89,55,852,55,0.885542,0.910112,0.866466
fgsm,legacy,0.060000,n/a,n/a,0.062249,0.033143,0.000000,1.000000,0.000000,0.000000,0,89,47,860,47,0.898594,0.910112,0.878514
fgsm,legacy,0.075000,n/a,n/a,0.050201,0.024246,0.000000,1.000000,0.000000,0.000000,0,89,34,873,34,0.913655,0.910112,0.890562
