epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.793399,0.287046,1.752896,0.300403,0.072193
2,1.711259,0.330393,1.706997,0.358871,0.138847
3,1.591350,0.410786,1.540023,0.393145,0.224705
4,1.478137,0.470262,1.401917,0.500000,0.368107
5,1.418818,0.490675,1.347118,0.489919,0.346891
6,1.294737,0.524950,1.228098,0.570565,0.496178
7,1.274111,0.544607,1.413316,0.493952,0.348950
8,1.251037,0.552923,1.273722,0.556452,0.451789
9,1.158241,0.583921,1.079808,0.620968,0.540407
10,1.157866,0.586694,1.150041,0.586694,0.488543
11,1.091848,0.604083,1.046947,0.631048,0.545653
12,1.147971,0.582157,1.096970,0.612903,0.530353
13,1.077379,0.606099,1.114233,0.588710,0.500309
14,1.016618,0.630040,0.973551,0.655242,0.605191
15,0.943218,0.649194,0.954140,0.627016,0.538422
16,0.978823,0.637601,0.922972,0.667339,0.652254
17,0.927121,0.658518,0.900441,0.661290,0.631791
18,0.876798,0.679435,0.875679,0.655242,0.636058
19,0.886911,0.671875,0.886612,0.675403,0.651664
20,0.833577,0.687500,0.888879,0.677419,0.659780
21,0.942411,0.640121,0.866309,0.689516,0.661516
22,0.836614,0.683972,0.832528,0.671371,0.644299
23,0.846099,0.682208,0.803670,0.683468,0.663383
24,0.818678,0.691028,0.865642,0.667339,0.646124
25,0.809123,0.700857,0.771263,0.695565,0.680247
26,0.761937,0.718750,0.783967,0.699597,0.673252
27,0.869553,0.680696,0.756456,0.727823,0.692902
28,0.751258,0.727823,0.711796,0.735887,0.725327
29,0.682462,0.743700,0.675002,0.743952,0.730953
30,0.733206,0.726310,0.739879,0.721774,0.710162
31,0.687258,0.742944,0.705939,0.725806,0.697911
32,0.708170,0.732863,0.658833,0.756048,0.744156
33,0.661837,0.748236,0.700314,0.733871,0.726322
34,0.663287,0.750000,0.642482,0.756048,0.739416
35,0.781553,0.714718,0.712705,0.745968,0.729462
36,0.929968,0.691784,1.562877,0.405242,0.286265
37,1.381648,0.497228,1.393128,0.443548,0.364772
38,1.049914,0.618448,0.826385,0.703629,0.695038
39,0.782766,0.705141,0.645868,0.756048,0.728659
40,0.636004,0.763861,0.634577,0.750000,0.740187
41,0.694900,0.742440,0.585636,0.794355,0.778144
42,0.591084,0.780998,0.580544,0.774194,0.764417
43,0.591401,0.779234,0.566695,0.790323,0.787615
44,0.548429,0.801159,0.552464,0.806452,0.804413
45,0.583729,0.792843,0.524733,0.808468,0.798409
46,0.499288,0.823589,0.516776,0.806452,0.791679
47,0.563958,0.793851,0.528458,0.812500,0.803266
48,0.525664,0.811744,0.526829,0.796371,0.795904
49,0.495387,0.820817,0.496215,0.814516,0.815470
50,0.587186,0.794607,0.594682,0.780242,0.769110
51,0.512207,0.816280,0.523589,0.814516,0.800311
52,0.476091,0.835181,0.538480,0.820565,0.810265
53,0.469454,0.840222,0.541001,0.808468,0.794916
54,0.476950,0.831905,0.495607,0.834677,0.809494
55,0.465257,0.839718,0.498821,0.804435,0.814412
56,0.530587,0.807964,0.469599,0.832661,0.818054
57,0.496964,0.820312,0.440012,0.842742,0.825782
58,0.463231,0.838206,0.424557,0.856855,0.855232
59,0.407347,0.852319,0.483566,0.808468,0.797179
60,0.483558,0.830141,0.518551,0.808468,0.804826
61,0.499268,0.827117,0.475090,0.830645,0.827336
62,0.393470,0.864415,0.437327,0.842742,0.835713
63,0.411286,0.858619,0.502502,0.824597,0.819447
64,0.460271,0.835433,0.414856,0.850806,0.844163
65,0.389645,0.858871,0.451134,0.832661,0.820525
66,0.447226,0.844758,0.402064,0.852823,0.839649
67,0.415641,0.855847,0.386004,0.875000,0.856896
68,0.732620,0.763105,0.609136,0.786290,0.781258
69,0.449820,0.841734,0.421989,0.850806,0.845545
70,0.390566,0.862651,0.453391,0.836694,0.834113
71,0.395343,0.856351,0.410728,0.852823,0.851872
72,0.344594,0.883569,0.350085,0.891129,0.891561
73,0.367534,0.875252,0.349311,0.870968,0.858010
74,0.312637,0.892137,0.338979,0.889113,0.877567
75,0.302370,0.898690,0.436479,0.846774,0.821982
76,0.892717,0.703125,0.959281,0.643145,0.601111
77,0.743053,0.734375,0.572535,0.792339,0.773882
78,0.465381,0.837450,0.448999,0.864919,0.859637
79,0.418787,0.853579,0.475787,0.822581,0.835737
80,0.355215,0.873992,0.381801,0.852823,0.858000
81,0.310433,0.893145,0.358064,0.866935,0.862478
82,0.316665,0.890877,0.359320,0.864919,0.863265
83,0.345343,0.877520,0.375372,0.862903,0.859195
84,0.287109,0.902218,0.410793,0.850806,0.844760
85,0.319839,0.886341,0.336600,0.897177,0.889750
86,0.290198,0.897177,0.398091,0.846774,0.852155
87,0.271321,0.907762,0.319179,0.889113,0.876131
88,0.275908,0.902722,0.342984,0.903226,0.892943
89,0.270869,0.907762,0.339342,0.891129,0.890188
90,0.255044,0.915071,0.295345,0.911290,0.904980
91,0.302371,0.894153,0.385241,0.856855,0.853187
92,0.469241,0.841482,0.568414,0.808468,0.812150
93,0.281102,0.905998,0.327973,0.885081,0.866391
94,0.263798,0.912802,0.353696,0.883065,0.877642
95,0.294145,0.898438,0.311797,0.889113,0.877243
96,0.317677,0.888609,0.432517,0.840726,0.841842
97,0.250201,0.915827,0.388583,0.872984,0.860104
98,0.344453,0.882560,0.284245,0.897177,0.879003
99,0.226327,0.926159,0.326176,0.870968,0.871453
100,0.261038,0.909526,0.417038,0.856855,0.834737
101,0.312267,0.897429,0.284094,0.901210,0.886570
102,0.258808,0.917591,0.305253,0.883065,0.872066
103,0.218636,0.924395,0.256973,0.915323,0.902720
104,0.221796,0.928679,0.305477,0.879032,0.863256
105,0.263843,0.909526,0.287190,0.909274,0.903085
106,0.215402,0.927923,0.326455,0.899194,0.878856
107,0.251902,0.910030,0.290239,0.903226,0.883698
108,0.226701,0.926159,0.283988,0.903226,0.887776
109,0.203114,0.932712,0.245805,0.913306,0.898835
110,0.230765,0.929940,0.330596,0.893145,0.892887
