metric,value
fall_true_positive,42
fall_false_negative,3
fall_false_positive,2
fall_true_negative,453
fall_windows,45
nonfall_windows,455
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.954545
fall_f1,0.943820
specificity,0.995604
false_positive_rate,0.004396
