epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.783616,0.302671,1.750074,0.298387,0.071840
2,1.715257,0.334929,1.660126,0.310484,0.086732
3,1.576106,0.409526,1.504455,0.447581,0.277568
4,1.465016,0.470514,1.409436,0.502016,0.344136
5,1.404445,0.489919,1.349428,0.504032,0.358950
6,1.306115,0.527722,1.303612,0.534274,0.392522
7,1.250505,0.542339,1.314963,0.479839,0.374344
8,1.236879,0.560484,1.142765,0.586694,0.497064
9,1.223476,0.571321,1.173748,0.590726,0.504831
10,1.131950,0.602823,1.210947,0.572581,0.491395
11,1.096271,0.607863,1.063102,0.620968,0.565407
12,1.032449,0.634325,1.189635,0.570565,0.492182
13,1.032118,0.629788,0.967266,0.641129,0.579675
14,1.001819,0.637349,0.975921,0.639113,0.611329
15,0.931034,0.668347,0.930799,0.651210,0.613582
16,0.914165,0.674899,1.068461,0.618952,0.547798
17,0.934718,0.667339,1.242490,0.584677,0.530827
18,1.090465,0.617692,0.843879,0.703629,0.669347
19,0.813108,0.710938,0.806679,0.707661,0.661480
20,0.808827,0.706401,0.859358,0.639113,0.565871
21,0.853790,0.695817,0.753459,0.727823,0.704074
22,0.780272,0.716734,0.782155,0.705645,0.678764
23,0.779629,0.721018,0.764158,0.729839,0.688618
24,0.755199,0.726815,0.730022,0.735887,0.715243
25,0.851483,0.699849,0.709894,0.750000,0.719095
26,0.723626,0.735887,0.682489,0.766129,0.736168
27,0.715314,0.744960,0.771006,0.727823,0.682852
28,0.731661,0.731855,0.739686,0.711694,0.690355
29,0.671140,0.750000,0.642998,0.762097,0.733112
30,0.687424,0.752520,0.679791,0.735887,0.708099
31,0.694453,0.749244,0.772379,0.733871,0.671438
32,0.653981,0.755292,0.583236,0.790323,0.769852
33,0.678206,0.761089,0.790424,0.721774,0.685041
34,0.647406,0.766381,0.773685,0.709677,0.663332
35,0.698033,0.744960,0.560137,0.804435,0.779261
36,0.643474,0.770665,0.577085,0.784274,0.754291
37,0.608360,0.780494,0.636495,0.762097,0.739312
38,0.626964,0.769657,0.670792,0.743952,0.731009
39,0.619779,0.773438,0.593516,0.776210,0.754129
40,0.571396,0.801411,0.566008,0.772177,0.768392
41,0.585313,0.785282,0.770702,0.711694,0.703925
42,0.563464,0.793095,0.566416,0.800403,0.786256
43,0.594448,0.785534,1.586384,0.544355,0.546691
44,1.038570,0.644657,0.697005,0.737903,0.706816
45,0.653316,0.762097,0.769732,0.683468,0.664037
46,0.665319,0.761341,0.650863,0.743952,0.703642
47,0.583833,0.796371,0.612425,0.758065,0.741978
48,0.549226,0.805192,0.568102,0.794355,0.778608
49,0.525632,0.815524,0.569382,0.780242,0.732561
50,0.718809,0.732611,0.566760,0.786290,0.773654
51,0.521989,0.817792,0.549975,0.790323,0.779013
52,0.526627,0.803679,0.665967,0.750000,0.693133
53,0.499929,0.823841,0.534255,0.792339,0.771604
54,0.584771,0.793599,0.544033,0.794355,0.783533
55,0.466142,0.835181,0.477343,0.816532,0.806948
56,0.467717,0.837702,0.431891,0.828629,0.810555
57,0.429116,0.846774,0.463192,0.828629,0.809029
58,0.443199,0.840726,0.442858,0.832661,0.782011
59,0.412425,0.855847,0.457916,0.844758,0.843349
60,0.406549,0.858871,0.376285,0.866935,0.849632
61,0.408393,0.856099,0.366282,0.887097,0.878531
62,0.471214,0.838206,0.427813,0.832661,0.828209
63,0.371098,0.872480,0.390770,0.864919,0.850809
64,0.403608,0.859627,0.416753,0.848790,0.840854
65,0.370449,0.868448,0.478937,0.834677,0.842557
66,0.363863,0.876260,0.341023,0.870968,0.860688
67,0.374428,0.866935,0.346717,0.883065,0.859779
68,0.373440,0.868952,0.419873,0.872984,0.870330
69,0.363231,0.871472,0.501932,0.808468,0.813634
70,0.341162,0.873740,0.400598,0.860887,0.867772
71,0.463041,0.844002,0.495139,0.816532,0.794836
72,0.346316,0.883569,0.465492,0.840726,0.845018
73,0.340845,0.883317,0.438971,0.858871,0.838702
74,0.392375,0.861895,0.393181,0.852823,0.847261
75,0.323465,0.886341,0.353913,0.856855,0.860559
76,0.353358,0.878780,0.299424,0.897177,0.890906
77,0.300215,0.895917,0.366695,0.866935,0.858051
78,0.300019,0.895917,0.356362,0.860887,0.860607
79,0.280853,0.910534,0.351990,0.872984,0.854109
80,0.368507,0.868952,0.318050,0.895161,0.889613
81,0.317254,0.896421,0.295184,0.901210,0.896763
82,0.271908,0.905494,0.453169,0.862903,0.849994
83,0.251569,0.913810,0.292065,0.897177,0.886111
84,0.380776,0.867188,0.349093,0.881048,0.876455
85,0.277681,0.903730,0.443580,0.858871,0.854454
86,0.274171,0.907258,0.283810,0.901210,0.893593
87,0.220567,0.927419,0.336055,0.891129,0.882143
88,0.292814,0.897429,0.276955,0.901210,0.889165
89,0.217710,0.930444,0.319805,0.905242,0.890186
90,0.204517,0.928427,0.363056,0.881048,0.869315
91,0.299866,0.901210,0.339513,0.875000,0.868250
92,0.283979,0.899194,0.398368,0.858871,0.834733
93,0.305673,0.896673,0.276264,0.895161,0.891175
94,0.246042,0.918851,0.373607,0.852823,0.830194
95,0.333463,0.885081,0.311578,0.881048,0.865374
96,0.224242,0.926411,0.275829,0.907258,0.899632
97,0.203123,0.933216,0.227071,0.923387,0.918604
98,0.207599,0.930948,0.265157,0.915323,0.904630
99,0.227939,0.924395,0.292669,0.903226,0.889851
100,0.176701,0.938760,0.244727,0.911290,0.907055
101,0.172381,0.946321,0.220493,0.927419,0.921764
102,0.268753,0.906754,0.323465,0.887097,0.869719
103,0.228818,0.924143,0.403536,0.858871,0.842009
104,0.274536,0.899194,0.331998,0.893145,0.891623
105,0.235834,0.916079,0.215819,0.921371,0.912404
106,0.239157,0.915827,0.259705,0.905242,0.906078
107,0.180695,0.941532,0.206983,0.921371,0.909235
108,0.269767,0.908014,0.323462,0.870968,0.847250
109,0.167969,0.947329,0.194631,0.919355,0.912333
110,0.149732,0.948589,0.185919,0.935484,0.922256
111,0.135369,0.955897,0.158845,0.941532,0.929582
112,0.182147,0.940020,0.337974,0.877016,0.869640
113,0.346877,0.884829,0.300604,0.895161,0.886844
114,0.162688,0.947077,0.193977,0.927419,0.924464
115,0.140701,0.956653,0.172548,0.931452,0.925151
116,0.194918,0.931956,0.188462,0.939516,0.937545
117,0.141396,0.955645,0.201618,0.923387,0.908827
118,0.160972,0.948085,0.197460,0.927419,0.917578
119,0.213019,0.929183,0.195888,0.925403,0.917727
120,0.146604,0.950353,0.310020,0.889113,0.870818
121,0.166308,0.939768,0.240777,0.909274,0.893097
122,0.192185,0.934224,0.210895,0.927419,0.924533
123,0.150542,0.947833,0.224913,0.915323,0.902785
124,0.168425,0.941532,0.183276,0.939516,0.932738
125,0.111767,0.962450,0.203103,0.933468,0.921581
126,0.180749,0.940776,0.199045,0.929435,0.926602
127,0.164782,0.944304,0.227921,0.921371,0.926325
128,0.209656,0.928175,0.245544,0.913306,0.893384
129,0.140144,0.953881,0.193022,0.931452,0.925973
130,0.143038,0.954385,0.186278,0.929435,0.926130
131,0.137496,0.952873,0.292776,0.897177,0.893122
132,0.208073,0.928679,0.321472,0.901210,0.903715
133,0.165861,0.946321,0.190050,0.931452,0.922154
134,0.171884,0.941784,0.286151,0.901210,0.885437
135,0.120586,0.961946,0.165276,0.937500,0.931547
136,0.129228,0.957409,0.181888,0.943548,0.936353
